department,code,title,description,credit,advised_requisite,link
b'ARABIC',b'602',b' Modern Arabic Nonfiction ',"b'This course introduces the work of major Arab writers of the 19th and 20th centuries.  Variable in focus according to the interests of the class, readings are selected for translation, analysis, and commentary.  The course explores the historical progression in the development of political and societal theories in modern times in the Arab world.  '",3,b'ARABIC 401 or reading knowledge of Arabic.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2110ARABIC602001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ARABIC',b'613',b' Arabic Curriculum Development ',"b'\n\n\n\nArabic Curriculum Development provide students and Arabic instructors with training in curriculum development. The course starts with a review of the various approaches to foreign language curriculum design, followed by careful study and analysis of the ACTFL Proficiency Guidelines and ACTFL National Standards of Foreign Language Learning. The participants will be guided through examination of successful models of curriculum samples to design curriculum materials covering the four language skills for all levels of Arabic instruction. The course features hands-on work with material development in small groups under the direction of the course instructor.Course Requirements:No data submittedIntended Audience:No data submittedClass Format:No data submitted'",2,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2110ARABIC613001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ARABIC',b'402',b' Advanced Arabic II ',"b'ARABIC 402 is the second of a two semester sequence of Advanced level Arabic. Students will learn to understand, speak, read and write Arabic at the Advanced Mid level in addition to gaining an understanding of cultural aspects of language use.Course Requirements:No data submittedIntended Audience:ARABIC 402 is not open to native speakers of Arabic. It is open to all students of Arabic who have completed ARABIC 401 with a grade of at least C-. All other students, including U-M students returning from study abroad, must take the Arabic proficiency exam in order to determine their placement.Class Format:No data submitted'",5,b'ARABIC 401 (AAPTIS 403) or by assignment to ARABIC 402 (AAPTIS 404) by placement test.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2120ARABIC402002&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ARABIC',b'504',b' Advanced Arabic Media I ',"b'This course is offered for students, members of the business community and news media and government personnel who have completed ARABIC 402, Advanced Modern Standard Arabic or three years of Arabic study. It provides opportunities for the study and analysis of current events and issues in the Arab media, including economics, politics, elections, trade and industry, environment etc, using materials collected from newspapers, journals, radio and TV stations.  The primary goals are to promote the ability to acquire reliable, accurate information and develop the skills for intelligent discussion of the topics studied, both in speaking and writing. Daily class activities involve extensive oral and written practice \xe2\x80\x93 group interactions, debates and role-playing. Grades are based on class attendance and participation, monthly tests and a final examination. The class is conducted entirely in Arabic.'",4,b'ARABIC 402 (AAPTIS 404) or equivalent.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2120ARABIC504001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ARABIC',b'509',b' Arabic Second Language Acquisition ',"b'Arabic Second Language Acquisition examines: (1) how Arabic as a second/foreign language is learned, (2) what factors contribute to different learning outcomes and variability, and (3) how second language learners of Arabic with different native language backgrounds can attain superior or near native competence. Research findings on Arabic and other languages are explored not only from the perspective of the researcher, but also from that of the teacher. Hence, the course helps students in developing skills to interpret research findings as well as using relevant findings to inform teaching.Course Requirements:No data providedIntended Audience:No data providedClass Format:No data provided'",3,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2120ARABIC509001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ARABIC',b'513',b' Arabic-English Translation: Theory and Practice ',"b'This course examines linguistic and textual issues at the word, sentence, and discourse levels and explores methods of translation and the translator\xe2\x80\x99s latitude in reconstructing the meaning of the source text. The process of translation is viewed as both a reading process, involving comprehension and reconstruction of meaning, and a productive process. The course will also cover factors that come into play in the process of translation, including: referential meaning, cultural references, attitude, context, the writer\xe2\x80\x99s intention, audience, levels of language formality, and the translator\xe2\x80\x99s background/world knowledge. Students will learn to isolate ideas and meanings in the source text from their linguistic forms and express them as a native speaker would in the target language. Text types dealt with comprise a variety of genres and span different periods of time.Course Requirements:\tAttendance and active participation, three short reaction papers (3-4 pages), weekly written assignments, and a final exam.Intended Audience:Upper undergraduate and graduate students in Near Eastern Studies and other U-M students who are interested in taking a course in Arabic-English translation with a focus on both the theoretical issues as well as the practical considerations involved in translating Arabic texts.Class Format:\tTwo lectures per week led by the primary instructor.'",3,b'Completion of ARABIC 402 or permission of the instructor.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2120ARABIC513001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ARABIC',b'600',b' Reading Modern Arab Authors in Arabic ',"b'This course is meant to introduce advanced students of modern Arabic literature to the sheer pleasure of reading, discussing, and writing about a literary text in its original language. The selected texts will include novels, short stories, and personal narratives, written in Arabic in the Levant and North Africa in the past 15 years or so. A special emphasis will be put on styles, strategies, and modes of narration, and on literary and cultural contextualization. Theories of narrative, and issues of gender and class, will be addressed.Course Requirements:The selected texts will be assigned for reading and analysis, at an individual as well as a group level. At the individual level, each student will be asked to focus on a specific text of her or his choice, present it in class and lead the discussion about it. A substantial term paper, written in Arabic, is due toward the end of the term. Intended Audience:Advanced students of Arabic, interested in reading modern Arabic literatureClass Format:3-hour, weekly seminars'",3,"b'ARABIC 402, ARABIC 501, or permission of instructor.'","b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2120ARABIC600001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ARABIC',b'609',b' Arabic Second Language Acquisition ',"b'Arabic Second Language Acquisition examines: (1) how Arabic as a second/foreign language is learned, (2) what factors contribute to different learning outcomes and variability, and (3) how second language learners of Arabic with different native language backgrounds can attain superior or near native competence. Research findings on Arabic and other languages are explored not only from the perspective of the researcher, but also from that of the teacher. Hence, the course helps students in developing skills to interpret research findings as well as using relevant findings to inform teaching.Course Requirements:No data providedIntended Audience:No data providedClass Format:No data provided'",3,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2120ARABIC609001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ARABIC',b'401',b' Advanced Arabic I ',"b'\nThe AAPTIS  sequence  403-404  is designed  for students  who want to pursue their Arabic for academic and professional purposes. It continues development of students\xe2\x80\x99 four language skills through a variety of reading texts representing modern Arabic media, prose fiction, and non-fictionCourse Requirements:GRADE:   Letter graded;  for  those  not  taking  the  course  for   credit,   a  certificate   of completion will be presented upon successful completion of the courseIntended Audience:Undergraduates  concentrating  in Arabic and those who want to study Arabic for academic and research purposes, including graduates.\r\n\r\nTO ENROLL:   U-M  students  taking    the    course    for    credit    can    register    directly    via Wolverine   access   without   submitting   an  application;   students   not  taking  the course   for   credit,   non-U-M   students,   and   guest   students   must complete  an application.   For  more  information,   visit  the  LSA  Summer Language  Institute website:  www.lsa.umich.edu/summer/summerprograms/summerlanguageinstitute'",5,"b'ARABIC 202 (AAPTIS 202), ARABIC 203 (AAPTIS 205) or assignment to ARABIC 401 by placement test.'","b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2150ARABIC401201&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ARABIC',b'402',b' Advanced Arabic II ',"b'ARABIC 402 is the second of a two semester sequence of Advanced level Arabic. Students will learn to understand, speak, read and write Arabic at the Advanced Mid level in addition to gaining an understanding of cultural aspects of language use.Course Requirements:No data submittedIntended Audience:ARABIC 402 is not open to native speakers of Arabic. It is open to all students of Arabic who have completed ARABIC 401 with a grade of at least C-. All other students, including U-M students returning from study abroad, must take the Arabic proficiency exam in order to determine their placement.Class Format:No data submitted'",5,b'ARABIC 401 (AAPTIS 403) or by assignment to ARABIC 402 (AAPTIS 404) by placement test.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2150ARABIC402201&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ARABIC',b'401',b' Advanced Arabic I ',"b'ARABIC 401 is the first of a two semester sequence of Advanced level Arabic. Students will learn to understand, speak, read and write Arabic at the Advanced Low to Advanced Mid level,  in addition to gaining an understanding of cultural aspects of language use.Intended Audience:Class Format:Recitation'",5,"b'ARABIC 202 (AAPTIS 202), ARABIC 203 (AAPTIS 205) or assignment to ARABIC 401 by placement test.'","b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2160ARABIC401001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ARABIC',b'401',b' Advanced Arabic I ',"b'ARABIC 401 is the first of a two semester sequence of Advanced level Arabic. Students will learn to understand, speak, read and write Arabic at the Advanced Low to Advanced Mid level,  in addition to gaining an understanding of cultural aspects of language use.Intended Audience:Class Format:Recitation'",5,"b'ARABIC 202 (AAPTIS 202), ARABIC 203 (AAPTIS 205) or assignment to ARABIC 401 by placement test.'","b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2160ARABIC401002&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ARABIC',b'499',b' Independent Study in Arabic ',b'An independent study course in the area of Arabic. The intended language of instruction is Arabic. Approval from the department is required.Course Requirements:Requirements will vary depending on the independent study. A proposal outlining the topic of study as well as the requirements will be required before permission to enroll is issued.Intended Audience:Undergraduate and graduate students studying Arabic language.Class Format:\tOne-on-one meetings with an instructor',1,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2160ARABIC499001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ARABIC',b'501',b' Advanced Arabic Conversation and Composition ',"b""The objectives of this course are to develop fluency and accuracy in understanding, speaking, and writing modern standard Arabic, and to expand students' awareness of Arab-Islamic culture and civilization. \r\n\r\nThe course is based on a variety of literary texts and authentic cultural audio-visual materials including slides, video cassettes, and films. The course materials reflect not only the literary but also the cultural, social, and political trends of contemporary Arab society. Occasionally, students are required to read outside topics and give brief presentations. \r\n\r\nTextbook is Advanced Standard Arabic, parts one and two, by Raji Rammuny.Course Requirements:Evaluation is based on daily preparations, weekly written compositions, monthly tests, and a final paper in Arabic.""",3,b'ARABIC 402 (AAPTIS 404) or equivalent. Taught in Arabic.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2160ARABIC501001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ARABIC',b'507',b' Arabic Syntax and Semantics ',"b'Syntax (usually synonymous with grammar) is the study of phrasal and sentential rules of language or how sounds (or gestures in sign languages) are paired with (syntactic) tree structures to generate phrases and sentences. This course provides a basic understanding of the major syntactic phenomena exhibited in Arabic, using Generative Syntactic Theory, and the formal tools to analyze those phenomena as well as to express theoretical claims and counter claims. Syntactic phenomena covered include:  basic Arabic phrase and clause structures, Arabic subject positions, Arabic sentential agreement, Arabic sentential negation, Arabic wh-interrogation structures, and Arabic pro drop/null subject parameter. \nSemantics is the study of meanings of linguistic expressions (words, phrases, sentences, etc,) which include both grammatical and non-grammatical factors. The former factors relate semantics to syntax more directly insofar as syntactic tree structures relate to meanings and vice versa.  Our semantic approach is not limited to the Generative/Internalist view, but it will also include the externalist/cognitive grammar view. In addition to briefly discussing main issues about the nature of meaning as well as contribution of syntactic structures to sentence interpretation, the course will cover notions related to Arabic case roles and valency, Arabic passive voice, Arabic aspect, Arabic tense, Arabic modality, Arabic definiteness and referentiality, Arabic deixis, and Arabic speech acts/performatives. \nAnalyses of the syntactic and semantic topics discussed take into account primarily Standard Arabic, not to the exclusion of contemporary Arabic dialects. Intended Audience:ARABIC 507 is for undergraduate students; ARABIC 607 is for graduate studentsClass Format:Two 90-minute meetings weekly'",3,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2160ARABIC507001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ARABIC',b'602',b' Modern Arabic Nonfiction ',"b'This course introduces the work of major Arab writers of the 19th and 20th centuries.  Variable in focus according to the interests of the class, readings are selected for translation, analysis, and commentary.  The course explores the historical progression in the development of political and societal theories in modern times in the Arab world.  '",3,b'ARABIC 401 or reading knowledge of Arabic.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2160ARABIC602001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ARABIC',b'607',b' Arabic Syntax and Semantics ',"b'The course examines generative syntactic theory, especially the notion of principles and parameters.  It also addresses functional, cognitive, and lexical semantic approaches and the relevance of analysis to Modern Standard Arabic and at least one Arabic dialect, using as a reference point medieval Arabic grammar.'",3,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2160ARABIC607001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ARABIC',b'612',b' Arabic Teaching Methodology ',"b'The main objective of this course is to provide students with basic training in applied linguistics and the theory and practice of foreign language teaching with particular emphasis on teaching Arabic to non-Arabs. Topics include: approaches, methods, and techniques of foreign language teaching; teaching the specific skills of listening, speaking, reading, writing, and culture; teacher preparation; Arabic diglossia and its implication for Arabic instruction; learning theories and principles of second language acquisition; and foreign language testing.Intended Audience:graduate standing'",4,b'Permission of instructor and advanced knowledge of Arabic. Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2160ARABIC612001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
