department,code,title,description,credit,advised_requisite,link
b'ANTHRBIO',b'962',b' Anthropological Research ',b'This course requires a substantial research paper or an extensive exploration and critical evaluation of relevant sources on a particular topic.',1,b'18 hours or Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRBIO962001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'963',b' Survey of Literature on Selected Topics ',b'This course requires an annotated bibliography.  A written statement detailing a program of readings and objectives is to be submitted to the instructor.',1,b'18 hours or Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRBIO963001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'990',b' Dissertation/Precandidate ',b'Election for dissertation work by doctoral student not yet admitted as a Candidate. ',1,b'Election for dissertation work by  doctoral student not yet admitted as a Candidate. Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRBIO990001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'995',b' Dissertation/Candidate ',b'Graduate School authorization for admission as a doctoral Candidate. N.B. The defense of the dissertation (the final oral examination) must be held under a full term Candidacy enrollment period.',8,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRBIO995001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'962',b' Anthropological Research ',b'This course requires a substantial research paper or an extensive exploration and critical evaluation of relevant sources on a particular topic.',1,b'18 hours or Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2080ANTHRBIO962101&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'963',b' Survey of Literature on Selected Topics ',b'This course requires an annotated bibliography.  A written statement detailing a program of readings and objectives is to be submitted to the instructor.',1,b'18 hours or Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2080ANTHRBIO963101&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'990',b' Dissertation/Precandidate ',b'Election for dissertation work by doctoral student not yet admitted as a Candidate. ',1,b'Election for dissertation work by  doctoral student not yet admitted as a Candidate. Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2080ANTHRBIO990101&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'995',b' Dissertation/Candidate ',b'Graduate School authorization for admission as a doctoral Candidate. N.B. The defense of the dissertation (the final oral examination) must be held under a full term Candidacy enrollment period.',4,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2080ANTHRBIO995101&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'471',b' Research in Biological Anthropology ',"b'This course provides technical training in how to carry out research in Biological Anthropology including project development, hypothesis generation and testing, data collection and analysis, and writing. \r\n\r\nApproaches may include but are not limited to: primatological and paleontological field methods, wet laboratory research, and/or collections-based research. Intended Audience:A formal training courses for beginning graduate students. This course will pairing graduate students with advanced undergraduates, fostering highly collaborative, structured engagement in the scientific method.Class Format:The course will be like a directed research course, students are be able to take it for variable credit (1-4), however, the class will have regular (weekly) meetings and associated readings and lab activities.'",1,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2090ANTHRBIO471001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'962',b' Anthropological Research ',b'This course requires a substantial research paper or an extensive exploration and critical evaluation of relevant sources on a particular topic.',1,b'18 hours or Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2090ANTHRBIO962001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'963',b' Survey of Literature on Selected Topics ',b'This course requires an annotated bibliography.  A written statement detailing a program of readings and objectives is to be submitted to the instructor.',1,b'18 hours or Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2090ANTHRBIO963001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'990',b' Dissertation/Precandidate ',b'Election for dissertation work by doctoral student not yet admitted as a Candidate. ',1,b'Election for dissertation work by  doctoral student not yet admitted as a Candidate. Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2090ANTHRBIO990001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'995',b' Dissertation/Candidate ',b'Graduate School authorization for admission as a doctoral Candidate. N.B. The defense of the dissertation (the final oral examination) must be held under a full term Candidacy enrollment period.',8,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2090ANTHRBIO995001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'962',b' Anthropological Research ',b'This course requires a substantial research paper or an extensive exploration and critical evaluation of relevant sources on a particular topic.',1,b'18 hours or Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2100ANTHRBIO962201&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'963',b' Survey of Literature on Selected Topics ',b'This course requires an annotated bibliography.  A written statement detailing a program of readings and objectives is to be submitted to the instructor.',1,b'18 hours or Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2100ANTHRBIO963201&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'990',b' Dissertation/Precandidate ',b'Election for dissertation work by doctoral student not yet admitted as a Candidate. ',1,b'Election for dissertation work by  doctoral student not yet admitted as a Candidate. Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2100ANTHRBIO990201&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'995',b' Dissertation/Candidate ',b'Graduate School authorization for admission as a doctoral Candidate. N.B. The defense of the dissertation (the final oral examination) must be held under a full term Candidacy enrollment period.',4,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2100ANTHRBIO995201&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'461',b' Primate Conservation Biology ',"b'This seminar is intended to foster critical consideration of a range of issues within primate conservation biology. Weekly discussions will be based on a number of broad topics. We will begin by considering alternative conceptual approaches commonly employed in conservation biology, surveying the role of models in conservation, assessing the present-day conservation status of primate populations and habitats, and discussing the major threats facing wild primate populations. Next, we will consider the connection between conservation biology and ecology, and the relationship between the discipline of conservation biology and the practice of conservation on the ground. We will progress to a discussion of conservation priority setting, strategies and tactics, local human communities as both potential allies and threats to conservation of wild primate populations, and whether or not primates deserve protection and conservation more than other taxa. Over the course of the semester seminar participants will identify topics of particular interest that will be pursued in depth and developed through peer review and discussion, culminating in a term paper and formal presentation.Course Requirements:Grades are calculated based on participation in and preparation for class meetings (30%), a written term paper prospectus (10%), written peer review of other students\xe2\x80\x99 prospecti (10%), a 20 to 25 page term paper (30%), and an oral presentation (20%). Average reading load is four to six scientific papers or book chapters per week.Intended Audience:\tThis course is designed for upper division undergraduate and graduate students, and will appeal to students interested in biological anthropology, ecology, zoology, evolutionary biology, conservation biology, or environmental studies.Class Format:Class will meet once a week for three hours. Format will be primarily discussion, although at the end of the term students will present their term-paper projects to the class.'",3,"b'An introductory course on primates, ecology, or conservation biology is advised. No quantitative or statistical training is required.'","b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2110ANTHRBIO461001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'462',b' Human Growth and Development Across the Life Cycle ',"b'This course tracks the human life cycle from beginning to end, with comparison to other primates including earlier hominins. The goal is to understand how human growth and development came to be, and how it is being shaped by the modern environment. In the first unit, I will trace human growth and development from gametes through birth, including discussions of prenatal growth, perinatal developmental programming, maternal-fetal conflict, and the evolution of human birth. In the second unit, I discuss postnatal growth and development, including the evolution of childhood, puberty and reproduction, and secular trends in both skeletal and reproductive maturation. The focus of the third unit is adulthood and aging, including efforts to extend both fertility and lifespan. The final unit covers the effects of environmental influences, including climate, stress, and nutrition, on human health and lifespan.Course Requirements:No data submittedIntended Audience:No data submittedClass Format:No data submitted'",4,"b'ANTHRBIO 201, 364, 365 or 465.'","b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2110ANTHRBIO462001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'465',b' Primate Functional Anatomy ',"b'This course is intended to introduce students to the evolutionary history of the primate radiation, particularly the evolution of monkeys, apes and humans, through an analysis of primate anatomy. The focus will be on the musculoskeletal anatomy of living and fossil primates and reconstruction of the behavior and evolutionary transitions of extinct forms. The course emphasizes how the musculoskeletal system works over strict memorization of anatomy. \r\n\r\nThere are two required texts and several reserve readings.Course Requirements:Students are evaluated via one midterm and one final exam.  Six lab reports, due approximately every other week, are also required.Intended Audience:This class is appropriate for students with some background in anthropology or biology seeking to understand the anatomy of humans and other primates from a functional and/or evolutionary perspective. Students interested in obtaining an evolutionary anthropology, anthropology or paleontology degree, and those with interests in health-related fields especially medicine and kinesiology are also target audiences.\r\n\r\nAdvisory prereqs include ANTHRBIO 201 (formerly ANTHRBIO 161), 365, 366 OR 368 although students with a background in vertebrate zoology, paleontology or mammalogy may also enroll.Class Format:Class meets once a week for three hours.  The first hour consists of an overview lecture on the anatomical region of interest.  This is followed by hands-on laboratory exercises. The course will make extensive use of skeletal and cast collections from the Museum of Mammalogy and the Anthropology Department.'",3,"b'ANTHRBIO 201, 365, 366 or 368.'","b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2110ANTHRBIO465001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'467',b' Human Behavioral Ecology ',"b'It is often assumed that culture has freed people from the agency of natural selection or that culture is a separate force in people\xe2\x80\x99s lives that exists outside of biology.  This course will explore the proposition that culture/biology is a false dichotomy because biology influences culture and vice versa.  Even features of culture that might seem remote from biology can serve reproductive agendas.  One example is religion.  Both local religions found in small scale societies and world religions that span large geographic areas have sacred tenets that promote male confidence of paternity.  For instance, the menstrual huts of the Dogon religion increase paternity certainty two-fold \xe2\x80\x94 thereby enhancing the reproductive success of males.  Students will gain a thorough understanding of evolutionary theory as applied to human behavior in a wide variety of cultural contexts from the Arctic to New Guinea, Africa to North America.  The readings are scientific articles from the primary literature on such topics as:  reciprocity, inclusive fitness, moral systems, status, parental investment, sexual selection, mating & marriage, and evolutionary medicine.  We will consider the brain as an organ of \r\nphenotypic plasticity that promotes adaptive decision-making and we will examine the proximate mechanisms that promote adaptive outcomes.Course Requirements:Assignments include an 8 page term paper, small group projects, and frequent short quizzes.  There are no exams.Intended Audience:A strong background in the natural sciences is assumed. The following courses provide helpful background but none are required as prereqs:   ANTHRBIO 161, 201, 342, 362, 368, 472. 560.  EEB 362, 390, 391.  BIOLOGY 120, 171.  PSYCH 335, 338, and 438.Class Format:No data submitted'",4,"b'A strong background in the natural sciences is assumed, including any two of the following courses: ANTHRBIO 161, 368; BIOLOGY 162, 171, 172; MCDB 404; EEB 494.'","b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2110ANTHRBIO467001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'469',b' Topics in Biological Anthropology ',"b'Students will learn how to collect biological samples and to analyze a wide variety of biomarkers to answer research questions in global health and evolutionary anthropology/psychology.   The course will draw on recent literature and the professor\xe2\x80\x99s 30 years of experience collecting a wide variety of biological samples in Africa.  The collection of:  Saliva, Urine, Blood, Hair, Placental Tissue, & Fetal Cord Blood will be discussed as well as the biomarkers of greatest interest for each kind of specimen.  Students will learn field work techniques, including how to measure blood pressure manually and how to conduct anthropometric measurements; further they will get certification in working with human subjects, laboratory safety, and shipping biological samples.  There will be a group project on stress reduction techniques that will entail the extraction and analysis of cortisol in hair samples.  The ELISA assay techniques for this project will be demonstrated in the professor\xe2\x80\x99s research laboratory.Course Requirements:No data submittedIntended Audience:No data submittedClass Format:No data submitted'",3,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2110ANTHRBIO469001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'471',b' Research in Biological Anthropology ',"b'This course provides technical training in how to carry out research in Biological Anthropology including project development, hypothesis generation and testing, data collection and analysis, and writing. \r\n\r\nApproaches may include but are not limited to: primatological and paleontological field methods, wet laboratory research, and/or collections-based research. Intended Audience:A formal training courses for beginning graduate students. This course will pairing graduate students with advanced undergraduates, fostering highly collaborative, structured engagement in the scientific method.Class Format:The course will be like a directed research course, students are be able to take it for variable credit (1-4), however, the class will have regular (weekly) meetings and associated readings and lab activities.'",1,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2110ANTHRBIO471001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'471',b' Research in Biological Anthropology ',"b'This course will provide an introduction to statistical modeling and data visualization using the R computer language. Topics will include basic R programming, discussion of various approaches to data analysis, data exploration, statistical modeling, model interpretation, and the visual display of quantitative information. Students will learn how to use the R statistical environment to process, analyze, and visualize data. The instructor will provide R code to execute all example analyses used in class; assignments will entail modifying this code to solve similar problems. Statistical topics will focus primarily on mixed (a.k.a, hierarchical, multilevel) generalized linear models (GLMMs) and formal model comparison using information criteria. Classes on data visualization will help students to learn principled, effective ways to visually depict data using R.Course Requirements:No data submittedIntended Audience:This is not an introductory statistics course. Participants are expected to begin the course with a solid understanding of basic parametric and non-parametric statistical methods. No formal modeling experience, programming ability, or knowledge of advanced mathematics is required. Some prior experience with R is advisable, but not required.Class Format:No data submitted'",1,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2110ANTHRBIO471002&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'476',b' Methods in Paleodiet Reconstruction ',"b'The adoption of quantitative biogeochemical techniques by biological anthropologists has led to innovative and novel approaches to reconstructing paleodiets, migratory patterns, ecological context of human adaptations, and life history patterns. Stable isotopic or trace element analyses have in particular contributed to a number of anthropological research agendas. \r\n\r\nThis course aims to provide an introduction to biogeochemical case studies in anthropology and the challenges of designing, conducting, analyzing and writing up laboratory and field research in biological anthropology. It will include practical advice on how to develop feasible and interesting research objectives, select an appropriate research topic, and design protocols for collection of quantitative data.Course Requirements:Each student will implement a pilot project and generate empirical data that will be analyzed and presented.Intended Audience:No data submittedClass Format:No data submitted'",3,b'ANTHRBIO 201.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2110ANTHRBIO476001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'478',b' Primate Behavioral Ecology ',"b'This is an advanced undergraduate/graduate course examining the ecology and behavior of non-human primates. Using mainly primary research articles, we will explore several themes in primate behavioral ecology including reproductive strategies, sexual selection, behavioral endocrinology, cooperation and conflict, cultural transmission, and primate cognition. \r\n\r\nThe objectives of this class are \r\n\n to provide an overview to some of the exciting research areas in primate behavior and   to help bring advanced undergraduates up to graduate level in their reading, understanding, and writing about primate-related topics.\r\n\n Emphasis will be placed on critical thinking and clear and concise writing.Course Requirements:No data submittedIntended Audience:You need to already have taken ANTHRBIO 368 (or a course in Animal Behavior) to be registered for this course \xe2\x80\x94 no other exceptions.Class Format:No data submitted'",3,b'ANTHRBIO 368.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2110ANTHRBIO478001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'664',"b' Problems in Nutrition, Growth and Aging '","b'The effect of dietary differences and nutritional levels in bringing about differences in size, proportions, fatness, maturity timing and rates of aging in urbanized, rural, pre-literate and pre-historic populations.'",2,b'Graduate standing and permission of instructor.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2110ANTHRBIO664001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'668',b' Topics in Primatology ',"b""In this graduate seminar, we will take an in-depth look at the 'hottest' topics in primate behavioral ecology. We'll read the primary literature on some of the most controversial topics (exploring both sides of the issue), the headline topics (recent publications in Science and Nature), the topics that the media gets all wrong, and the topics that might be the Science and Nature papers for the future. The objective of the course is for students to develop both a detailed and in-depth knowledge on the most-discussed topics in primatology, as well as an educated opinion on these topics. Each week will be a different topic and graduate students will moderate the discussion at least twice.Course Requirements:As training exercises for selling our 'products' to the increasingly fast-paced academic publishing world, the two main assignments for the course will be (1) to make a stellar 13-minute conference presentation (of your work or someone else's closely-related work), and (2) to re-work an already-published, long, boring paper into a short, sexy one. Weekly attendance is required.Intended Audience:No data submittedClass Format:Seminar""",3,b'Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2110ANTHRBIO668001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRBIO',b'961',b' Research Practicum in Anthropology ',b'This course provides students with the opportunity to design and to conduct fieldwork or laboratory analysis of original anthropological data.  A faculty member may undertake it as a special aspect of a research project under investigation or the student under the supervision of a faculty member may initiate it.',2,b'18 hours or Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2110ANTHRBIO961001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
