department,code,title,description,credit,advised_requisite,link
b'AOSS',b'501',"b' Seminars in Climate, Atmospheres and Space Sciences '","b'Current Research efforts will be presented by graduate students and faculty dealing with all phases of the Climate, Atmospheric and Space Sciences.'",1,b'Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070AOSS501002&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'501',"b' Seminars in Climate, Atmospheres and Space Sciences '","b'Current Research efforts will be presented by graduate students and faculty dealing with all phases of the Climate, Atmospheric and Space Sciences.'",1,b'Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070AOSS501003&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'532',b' Radiative Transfer ',"b'Radiative transfer (thermal and scattering) applicable to planetary atmospheres. Macro and microscopic form of transfer equation. Line broadening mechanisms, band models, Rayleigh and Mie scattering. Discrete ordinate, successive order of scattering, adding and doubling methods of solution. Non LTE formulation. Applications to, and results from, climate studies.\r\n'",4,b'PHYSICS 405.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070AOSS532001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'555',b' Spectral Methods ',"b'An introduction to numerical methods based on Fourier Series, Chebyshev polynomials, and other orthogonal expansions. Although the necessary theory is developed, the emphasis is on algorithms and practical applications in geophysics and engineering, especially fluid mechanics. Many homework assignments will be actual problem-solving on the computer.'",4,b'MATH 216/ENGR 103/knowledge of FORTRAN.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070AOSS555001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'567',b' Chemical Dynamics ',"b'Chemical Kinetics is the study of the rates and mechanisms of systems undergoing chemical change. The extraction of rate data from reacting systems and the utilization of such data in other reacting systems is central to chemistry in the laboratory and in the practical worlds of combustion science, atmospheric science, and chemical synthesis.\nThis course introduces the treatment of complex chemical systems and fundamental ideas about chemical reaction rates in gases and in solutions. Computer software is utilized to treat complex reaction systems.'",3,b'CHEM 461 or AOSS 479 or permission of instructor.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070AOSS567100&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'583',b' Management of Space Systems Design ',"b'Meets with Aero/Eng 483 (Space System Design), or other senior design course when appropriate topic is chosen. Students in this course lead teams in high level project design of a space system. Modern methods of concurrent engineering, manufacturing, marketing and finance, etc., are incorporated.'",4,b'Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070AOSS583001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'592',b' Climate Practicum II ',"b'Introduction to individual and team research on real-world problems in the area of applied climate.  On a research project started in AOSS 591 and guided by a mentor from a commercial or government laboratory, student will apply the principles of risk analysis and objective assessment of adaptive strategies.'",4,b'Senior or graduate standing and AOSS 591.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070AOSS592001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'605',"b' Current Topics in Atmospheric, Oceanic, and Space Sciences '","b'Advances in specific fields of atmospheric and oceanic sciences as revealed by recent research. Lectures, discussion and assigned reading.'",3,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070AOSS605001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'605',"b' Current Topics in Atmospheric, Oceanic, and Space Sciences '","b'Advances in specific fields of atmospheric and oceanic sciences as revealed by recent research. Lectures, discussion and assigned reading.'",2,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070AOSS605002&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'701',b' Special Problems ',b'Supervised analysis of selected problems in various areas of meteorology and oceanography.',1,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070AOSS701001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'747',b' Student Seminar ',b'Students take turns presenting short research seminars (20 minutes) and/or short talks introducing upcoming speakers in AOSS 749. Some class time will also be devoted to discussions of effective oral and poster presentations and professional ethics.',1,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070AOSS747001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'749',b' A and S Seminar ',"b'Presentations from U-M researchers and outside speakers about current research results, covering a broad range of topics in atmospheric and space science. In this class students take turns serving as seminar chair. Questions from students will be handled before those from faculty. Conditions for credit are participation in this seminar, and the completion of a short paper in which each student follows up on one talk given as part of this seminar series.'",1,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070AOSS749001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'990',b' Diss-Precand ',"b'Dissertation work by doctoral student not yet admitted to status as candidate. The defense of the dissertation, that is the final oral examination, must be held under a full-term candidacy enrollment.'",1,b'Advanced doctoral student.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070AOSS990001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'995',b' Diss-Cand ',"b'Election for dissertation work by a doctoral student who has been admitted to candidate status. The defense of the dissertation, that is the final oral examination, must be held under a full-term candidacy enrollment.'",8,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070AOSS995001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'701',b' Special Problems ',b'Supervised analysis of selected problems in various areas of meteorology and oceanography.',1,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2080AOSS701101&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'990',b' Diss-Precand ',"b'Dissertation work by doctoral student not yet admitted to status as candidate. The defense of the dissertation, that is the final oral examination, must be held under a full-term candidacy enrollment.'",1,b'Advanced doctoral student.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2080AOSS990101&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'995',b' Diss-Cand ',"b'Election for dissertation work by a doctoral student who has been admitted to candidate status. The defense of the dissertation, that is the final oral examination, must be held under a full-term candidacy enrollment.'",4,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2080AOSS995101&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'701',b' Special Problems ',b'Supervised analysis of selected problems in various areas of meteorology and oceanography.',1,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2090AOSS701001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'990',b' Diss-Precand ',"b'Dissertation work by doctoral student not yet admitted to status as candidate. The defense of the dissertation, that is the final oral examination, must be held under a full-term candidacy enrollment.'",1,b'Advanced doctoral student.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2090AOSS990001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'995',b' Diss-Cand ',"b'Election for dissertation work by a doctoral student who has been admitted to candidate status. The defense of the dissertation, that is the final oral examination, must be held under a full-term candidacy enrollment.'",8,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2090AOSS995001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'498',b' Practicum in Aoss ',"b'Students taking this course will participate in research and/or engineering tasks. Supervision will be undertaken by faculty and engineers of the AOSS department. Reporting requirements include a final written summary. Diverse tasks include aircraft, spacecraft and rocket payload design; field campaign support; and calibration simulation test. Students will join an active research program of AOSS for a given semester.'",1,b'Permission of instructor.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2100AOSS498201&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'701',b' Special Problems ',b'Supervised analysis of selected problems in various areas of meteorology and oceanography.',1,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2100AOSS701201&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'990',b' Diss-Precand ',"b'Dissertation work by doctoral student not yet admitted to status as candidate. The defense of the dissertation, that is the final oral examination, must be held under a full-term candidacy enrollment.'",1,b'Advanced doctoral student.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2100AOSS990201&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'995',b' Diss-Cand ',"b'Election for dissertation work by a doctoral student who has been admitted to candidate status. The defense of the dissertation, that is the final oral examination, must be held under a full-term candidacy enrollment.'",4,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2100AOSS995201&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'701',b' Special Problems ',b'Supervised analysis of selected problems in various areas of meteorology and oceanography.',1,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2110AOSS701001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'990',b' Diss-Precand ',"b'Dissertation work by doctoral student not yet admitted to status as candidate. The defense of the dissertation, that is the final oral examination, must be held under a full-term candidacy enrollment.'",1,b'Advanced doctoral student.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2110AOSS990001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'995',b' Diss-Cand ',"b'Election for dissertation work by a doctoral student who has been admitted to candidate status. The defense of the dissertation, that is the final oral examination, must be held under a full-term candidacy enrollment.'",8,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2110AOSS995001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'431',b' Radiowave Propagation and Link Design ',"b'\r\n Fundamentals of electromagnetic wave propagation in the \r\nionosphere, the troposphere, and near the Earth. Student \r\nteams will develop practical radio link designs and demonstrate critical technologies. \r\nSimple antennas, noise, diffraction, refraction, absorption, \r\nmulti-path interference, and scattering are studied.  \r\n\r\nCOURSE OBJECTIVES: \r\n\n\r\nTo give students hands-on experience in radiowave \r\npropagation, antennae, system noise and hardware \r\nin applications such as: wireless teleco\r\nmmunication, radar, and radio navigation;\r\n\r\nTo give students practical experience in wireless\r\n radiowave link design using each of the following: \r\n\n a conceptual system design project; and \r\n \r\nhands-on proof-of-concept demonstration projects.\r\n\n\nTOPICS COVERED: \r\n\n\r\nRadiation, dipoles, Poynting thm. \r\n\r\n\r\n\r\nAntennae, Friis transmission eqn. \r\n\r\n\r\n\r\nReceiver and antenna noise \r\n\r\n\r\n\r\nSignal-to-noise, free space link \r\n\r\n\r\n\r\nGPS, radar link, receiving system \r\n\r\n\r\n\r\nDetained antenna characteristics \r\n\r\n\r\n\r\nPropagation in dispersive media \r\n\r\n\r\n\r\nPropagation in troposphere and in \r\nionosphere; satellite links \r\n\r\n\r\n\r\nPropagation over land, water, city \r\n'",4,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2120AOSS431001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'AOSS',b'701',b' Special Problems ',b'Supervised analysis of selected problems in various areas of meteorology and oceanography.',1,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2120AOSS701001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
