department,code,title,description,credit,advised_requisite,link
b'ANTHRCUL',b'558',b' Current Issues in Sociocultural Anthropology ',"b'\n\n\nThis multi-media course explores the relationship among sex, gender, and sexuality in Japanese art, culture and society past and present. Our exploration covers a number of interlaced subjects and topics such as mythology and religion, social hierarchies and demographic changes, sex education, marriage and divorce, parenting, sex-workers and gendered professions, theatre, representations of the body in comics, anime and popular culture, ethnicity, and LGBT activism, robots and cyborgs, and consumerism and advertising, among others.\r\n\r\nNote: Baring approved exceptions, this is a laptop-free class. The brain-hand connection is important for intellectual development, and facilitates both note-taking and writing skills.Course Requirements:No data submittedIntended Audience:No data submittedClass Format:No data submitted'",3,b'400-level coursework in Anthropology; and graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRCUL558003&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'577',b' Language as Social Action ',"b'The purpose of this course is to develop a a framework for viewing language as a social, cultural, and political matrix, and as incorporating forms of practice through which social relations, cultural forms, ideology, and consciousness are constituted. Through this perspective, analysis of linguistic practice can offer tools for ethnographic and textual research as well as for research on language itself. Topics covered include: models of language as action; the interactional construction of social actors and reference; meaning and intentionality; the role of language in a political economy, and vice versa (the political economy of linguistic forms); the relation of language to social formations and institutions; metalanguage and ideology; the emergence of meanings in interaction; the organization of conversation and other linguistic activities; the linguistic dimension of social and cultural stereotypes; performance and poetics. This year we will give particular attention to the following themes: analytical scales and metrics; the analysis of social events, and their relationship to social formations and linguistic practice. Methodological tools such as narrative and textual analysis, and conversation analysis, as well as the siting of research, will also be emphasized.Course Requirements:No data submittedIntended Audience:No data submittedClass Format:No data submitted'",3,b'ANTHRCUL 576.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRCUL577001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'629',b' Method and Interpretation in Sociocultural Anthropology ',"b'This course is intended for second-year, second semester graduate students in any field in anthropology who are preparing grant proposals for submission the next fall for dissertation research.  The course examines anthropological methods, including field research, from research design and proposal writing to data collection and analysis.  Students will write the parts of a grant proposal over the course of the semester while considering different facets of research design.  They will produce a finished grant proposal draft by the end of the semester that can serve both as a guide for summer research and a template for proposals submitted in the fall.'",1,b'Graduate standing only.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRCUL629001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'632',b' Comparative Analysis of Kinship ',"b'This course will examine current theoretical and methodological issues in the analysis of kinship and religion, using case studies from Africa, Asia, Southeast Asia, Melanesia, Europe, and North America.  In the words of anthropologist Robert McKinley: ""Kinship itself is a moral philosophy.  It answers the question of how it is possible for one human being to be morally bound to another.  The strength of a kinship system is based on its ability to draw people into this framework of mutual trust.""  Yet kin relations may also be fraught with violence, ranging from sacrifice to murder; some would argue that kinship and racism are simply different dimensions of the same phenomenon.  This course will focus on the social processes through which people define, create, extend, limit, sever or transform their relatedness with others within and over generations.  We will explore how people conceptualize who is, or is not, their own ""kin"" or ""kind"" and why; the moral imagination involved in working through the contradictory loyalties characterizing even the most intimate, small-scale relations; where, how and why people draw the lines between themselves and other forms of organic life; how generative relations are expressed in forms ranging from substances like blood, milk, or semen, to new reproductive technologies and genetic genealogies; and the significance of places in creating, shaping, containing, transforming relations over time.'",3,b'Graduate standing and permission of instructor.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRCUL632001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'648',b' Seminar in Anthropology and History I ',"b'The Core Seminar of the Doctoral Program in Anthropology and History provides a context in which to examine the categories, theories, methods and craft of social research and writing, focusing on the interplay of anthropology and history, ethnography and historiography.  The seminar addresses the intersections and mutual engagements between anthropology and history as regards their research methodologies, conceptual concerns and modes of analysis.  It inquires into the history of these engagements and into the emergence of inter and trans-disciplinary work.  \r\nThe Core Seminar is organized as a year-long program that runs from the Winter term through the following Fall term.  The Winter term is dedicated to the intensive discussion of writings, both monographs and articles, that illuminate significant issues and debates within and across these disciplines.  The Fall term is organized as a ""research seminar"" that provides a space for attention to the crafts of analysis and writing and for the discussion of research papers being prepared for the seminar by its members.  Papers written within the Fall term seminar satisfy the Department of History\xe2\x80\x99s Research Seminar requirement.  Dissertation writers may find this a particularly useful forum for the development of their own writing.\r\nThe Core Seminar is a required sequence for students in the Doctoral Program in Anthropology and History.  However it is also open, by permission of instructors, to graduate students in the Departments of Anthropology and History who are interested in developing studies and research that involve the integration of anthropological and historical perspectives or who are in conversation with some of the developments associated with the unfolding of historical anthropology and anthropological history.  The Core Seminar may be taken as a two-term sequence or as independent units.Course Requirements:No data submittedIntended Audience:No data submittedClass Format:No data submitted'",3,b'Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRCUL648001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'750',b' Current Developments in Anthropological Theory ',"b'This public lecture series presents a book manuscript titled Communication and Enchantment. Perfect communication has been painted in the colors of communion, love, and collective effervescence\xe2\x80\x94and also in the nightmare shades of mind control, hypnotism, and crowd frenzy.  Aspirations and anxieties about such communication have come to enchant us, to move us. Their powers are not matters of individual capacities or responses such as trust or skepticism, but rather, have materialized through tangled historical and social circuits. For one: since the Cold War, Americans and Russians have cultivated connected fascinations with the workings and the failures of communication.  Both sides performed this through accusations of media jamming and propaganda, competing claims to expression and creativity, and mirrored rumors of telepathic connections or interstellar contact.  The book tracks how such preoccupations have marked theoretical models of communication, mediation, and contact, and have infused practical technologies for intuition.'",1,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRCUL750001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'759',b' Sociocultural Workshop ',b'',1,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRCUL759001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'777',b' Linguistic Anthropology Laboratory ',"b""Linguistic anthropology is a laboratory field. The reasons for it were several. First, we regard graduate training in linguistic anthropology to much more closely resemble an apprenticeship model, than in cultural anthropology. Second, there are new technologies being developed that are increasingly being used in data analysis, including sound and visual analysis of face-to-face interaction. These require special training and resources. And third, but perhaps most importantly, a laboratory model provides a framework for encouraging research collaboration among graduate students and between students and faculty, rather than a model of research as done by a solitary ethnographer. This aspect of the lab framework has worked very well. A single lab-group has met on a regular basis for almost 10 years, discussing papers by visitors, discussing each other's works in progress, and practicing talks for professional meetings and for job interviews. We have succeeded in creating a strongly supportive, cooperative, and nurturing environment for within which students have been able to try out first ideas and first critiques of work by many of the leading figures in the field. The special issue of Michigan Discussions in Anthropology on Linguistic form and social action (1998) is a direct outcome of the lab structure.Course Requirements:No data submittedIntended Audience:No data submittedClass Format:No data submitted""",1,b'Graduate standing in Anthropology or a related discipline.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRCUL777001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'797',b' Sociocultural Laboratory ',"b""For anthropology graduate students returning from fieldwork.  Sociocultural anthropology is based on fieldwork, which is usually conducted independently.  The ethnography lab is a context in which graduate students who have completed fieldwork and are engaged in writing their dissertations can meet in a structured fashion to discuss their research and writing.  The instructor for the course will work with these graduate students by providing relevant readings and exercises.  Students will also read and critique each other's work.  The ethnography lab will also invite guests to present their work, with a special emphasis on the practical aspects of moving between ethnographic observation and theory through analysis.  The ethnology lab will also provide a forum for these graduate students to present conference papers and practice job talks; the major advisors of these students will also be invited to participate in these events.  Students will also receive guidance and direction on the process of turning conference papers and dissertation chapters into published articles.""",1,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRCUL797001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'830',b' Anthropology and History Workshop/Reading Group ',b'This one-credit course is to support a workshop/reading group of students in the Anthro/History program. It will be a seminar in format with the purpose of discussing works-in-progress and especially significant pieces of scholarship in the field. Presentations will be circulated and read in advance. The two hour session is dedicated fully to discussion of the work among all those present.',1,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRCUL830001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'956',b' Responsible Conduct of Anthropological Research ',"b'This course covers the responsible conduct of research in anthropology.  Topics include: appropriate citation of sources and avoiding plagiarism; authorship, publication and grantsmanship practices; dada acquisition, management, and sharing; research misconduct, including data fabrication and falsification; conflicts of interest; supervising, mentoring and collaborative responsibilities; human participant and animal subject welfare.'",.5,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRCUL956001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'957',b' Research Practicum in Anthropology ',b'The course provides students with the opportunity to design and to conduct fieldwork or laboratory analysis of original anthropological data.  A faculty member may undertake it as a special aspect of a research project under investigation or the student under the supervision of a faculty member may initiate it.',2,b'Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRCUL957001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'958',b' Anthropological Research ',b'This course requires a substantial research paper or an extensive exploration and critical evaluation of relevant sources on a particular topic.',1,b'Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRCUL958001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'959',b' Survey of Literature on Selected Topics ',b'This course requires an annotated bibliography.  A written statement detailing a program of readings and objectives is to be submitted to the instructor.',1,b'Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRCUL959001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'990',b' Dissertation/Precandidate ',b'Election for dissertation work by doctoral student not yet admitted as a Candidate.',1,b'Advanced Doctoral student. Election for dissertation work by doctoral student not yet admitted as a Candidate.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRCUL990001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'993',b' Graduate Student Instructor Training Program ',"b'A seminar for all beginning graduate student instructors, consisting of a two day orientation before the term starts and periodic workshops/meetings during the Fall Term. Beginning graduate student instructors are required to register for this class.'",1,b'Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRCUL993001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'995',b' Dissertation/Candidate ',b'Graduate School authorization for admission as a doctoral Candidate. N.B. The defense of the dissertation (the final oral examination) must be held under a full term Candidacy enrollment period.',8,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2070ANTHRCUL995001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'957',b' Research Practicum in Anthropology ',b'The course provides students with the opportunity to design and to conduct fieldwork or laboratory analysis of original anthropological data.  A faculty member may undertake it as a special aspect of a research project under investigation or the student under the supervision of a faculty member may initiate it.',2,b'Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2080ANTHRCUL957101&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'958',b' Anthropological Research ',b'This course requires a substantial research paper or an extensive exploration and critical evaluation of relevant sources on a particular topic.',1,b'Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2080ANTHRCUL958101&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'959',b' Survey of Literature on Selected Topics ',b'This course requires an annotated bibliography.  A written statement detailing a program of readings and objectives is to be submitted to the instructor.',1,b'Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2080ANTHRCUL959101&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'990',b' Dissertation/Precandidate ',b'Election for dissertation work by doctoral student not yet admitted as a Candidate.',1,b'Advanced Doctoral student. Election for dissertation work by doctoral student not yet admitted as a Candidate.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2080ANTHRCUL990101&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'995',b' Dissertation/Candidate ',b'Graduate School authorization for admission as a doctoral Candidate. N.B. The defense of the dissertation (the final oral examination) must be held under a full term Candidacy enrollment period.',4,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2080ANTHRCUL995101&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'958',b' Anthropological Research ',b'This course requires a substantial research paper or an extensive exploration and critical evaluation of relevant sources on a particular topic.',1,b'Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2090ANTHRCUL958001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'959',b' Survey of Literature on Selected Topics ',b'This course requires an annotated bibliography.  A written statement detailing a program of readings and objectives is to be submitted to the instructor.',1,b'Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2090ANTHRCUL959001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'990',b' Dissertation/Precandidate ',b'Election for dissertation work by doctoral student not yet admitted as a Candidate.',1,b'Advanced Doctoral student. Election for dissertation work by doctoral student not yet admitted as a Candidate.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2090ANTHRCUL990001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'995',b' Dissertation/Candidate ',b'Graduate School authorization for admission as a doctoral Candidate. N.B. The defense of the dissertation (the final oral examination) must be held under a full term Candidacy enrollment period.',8,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2090ANTHRCUL995001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'958',b' Anthropological Research ',b'This course requires a substantial research paper or an extensive exploration and critical evaluation of relevant sources on a particular topic.',1,b'Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2100ANTHRCUL958201&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
b'ANTHRCUL',b'959',b' Survey of Literature on Selected Topics ',b'This course requires an annotated bibliography.  A written statement detailing a program of readings and objectives is to be submitted to the instructor.',1,b'Graduate standing.',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2100ANTHRCUL959201&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
