department,code,title,description,credit,advised_requisite,pre_requisite
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 282,Information Systems Design and Programming,"Techniques for algorithm development and programming. Learning a programming language, such as Java, which is suitable for designing enterprise-scale information systems; data structures including stacks, queues, trees and dictionaries; recursion; program complexity; object-oriented design; handling exceptions, debugging and testing; introduction to database design with JDBC and SQL.",4,NA,EECS 182 or EECS 183 or ENGR 101 AND Math 115.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 285,A Programming Language or Computer System,A course covering a complex computer system or programming language. Programming problems will be assigned. Specific languages or systems to be offered will be announced in advance.,2,NA,some programming experience.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 301,Probabilistic Methods in Engineering,"Basic concepts of probability theory. Random variables: discrete, continuous and conditional probability distributions; averages; independence. Statistical inference: hypothesis testing and estimation. Introduction to discrete and continuous random processes. <strong>",4,NA,preceded or accompanied by EECS 216.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 311,Analog Circuits,"DC and AC circuit models for diodes, bipolar junction transistors and field-effect transistors; small-signal and piecewise analysis of nonlinear circuits; analysis and design of single-stage and multi-stage transistor amplifiers: gain, biasing and frequency response; op-amp based filter design; non-ideal op-amps. Design projects. Lecture and laboratory.",4,NA,EECS 215 and EECS 216.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 312,Digital Integrated Circuits,"Design and analysis of static CMOS inverters and complex combinational logic gates.  Dynamic logic families, pass-transistor logic, ratioed logic families.  Sequential elements (latches, flip-flops). Bipolar-based logic; ECL, BiCMOS.  Memories; SRAM, DRAM, EEPROM, PLA. I/O circuits and interconnect effects.  Design project(s).",4,NA,EECS 215 and Math 216.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 314,"Electrical Circuits, Systems, and Applications","Students will learn about electrical systems operation, specifications and interactions with other modules. Theory will be motivated by the use of examples taken from a variety of fields. Topics covered include circuit fundamentals, frequency response and transients, analog and digital electronics. In lab, students will build and analyze circuits including amplifiers, filters and temperature controllers.",4,NA,"MATH 214 or MATH 216, PHYSICS 240. Credit for only one"
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 320,Introduction to Semiconductor Devices,"Introduction to semiconductors in terms of atomic bonding and electron energy bands. Equilibrium statistics of electrons and holes. Carrier dynamics; continuity, drift and diffusion currents; generation and recombination processes, including important optical processes. Introduction to: PN junctions, metal-semiconductor junctions, light detectors and emitters; bipolar junction transistors, junction and MOSFETs.",4,NA,EECS 215 and PHYSICS 240 or 260.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 330,Electromagnetics II,"Time-varying electromagnetic fields and Maxwell's equations. Plane-wave propagation, reflection and transmission. Geometric optics. Radiation and antennas. System applications of electromagnetic waves. Laboratory segment consists of experiments involving microwave and optical measurements and the design of practical systems.",4,NA,EECS 230.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 334,Principles of Optics,"Basic principles of optics: light sources and propagation of light; geometrical optics, lenses and imaging; ray tracing and lens aberrations; interference of light waves, coherent and incoherent light beams; Fresnel and Fraunhofer diffraction. Overview of modern optics with laboratory demonstrations.",4,NA,PHYSICS 240. A student can receive credit for only one
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 351,Introduction to Digital Signal Processing,"DSP methods and applications. Sampling and reconstruction, difference equations, convolution, stability, z-transform, transfer function, frequency response, FIR and IIR, DTFT, DFT, FFT, windows, spectrogram, computer-aided filter design, correlation, multirate, basic image processing, discretetime wavelets, filter banks. Applications: filtering, denoising, deconvolution, classification, others.",4,NA,EECS 216. Minimum grade of C for enforced prerequisites.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 370,Introduction to Computer Organization,"Basic concepts of computer organization and hardware. Instructions executed by a processor and how to use these instructions in simple assembly-language programs. Stored-program concept. Datapath and control for multiple implementations of a processor. Performance evaluation, pipelining, caches, virtual memory, input/output.",4,NA,
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 373,Design of Microprocessor Based Systems,The principles of hardware and software microcomputer interfacing; digital logic design and implementation.  Experiments with specially designed laboratory facilities.  The introduction to digital development equipment and logic analyzers.  Assembly language programming.,4,NA,EECS 270 and EECS 370 and junior standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 376,Foundations of Computer Science,"Introduction to theory of computation.  Models of computation: finite state machines, Turing machines.  Decidable and undecidable problems.  Polynomial time computability and paradigms of algorithm design.  computational complexity emphasizing NP-hardness.  Coping with intractability.  Exploiting intractability:  cryptography.",4,NA,EECS 280 and
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 381,Object Oriented and Advanced Programming,"Programming techniques in Standard C++ for large-scale, complex, or high-performance software. Encapsulation, automatic memory management, exceptions, generic programming with templates and function objects, Standard Library algorithms and containers.  Using single and multiple inheritance and polymorphism for code reuse and extensibility; basic design idioms, patterns, and notation.",4,NA,EECS 281 and EECS 370.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 382,Internet-scale Computing,Systems-level programming techniques and concepts for the design of software systems: computer memory model; pointer safety; concurrent programming using threads; coding vulnerabilities and secure coding; network programming and remote procedure calls; reading/writing objects to disk; client-server and distributed systems. No C++ background assumed. Programming labs in C++.,4,NA,EECS 281 or EECS 282.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 388,Introduction to Computer Security,<strong>,4,NA,Enforced
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 398,Special Topics,"Topics of current interest selected by the faculty. Lecture, seminar, or laboratory.",1,NA,permission of instructor.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 399,Directed Study,. <i>(1-4 credits),1,NA,"Sophomore or Junior Standing, and Permission of Instructor"
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 402,Computer Programming For Scientists and Engineers,Presents concepts and hands-on experience for designing and writing programs using one or more programming languages currently important in solving real-world problems. Intended for senior undergraduates and graduate students in science or engineering fields. Not available for credit to EECS majors; will not substitute for Eng. 101.,3,NA,Senior or graduate standing
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 406 (ENGR 406),High-Tech Entrepreneurship,"Four aspects of starting high-tech companies are discussed: opportunity and strategy, creating new ventures, functional development, and growth and financing. Also, student groups work on reviewing business books, case studies, elevator and investor pitches. Different financing models are covered, including angel or VC funding and small business (SBIR) funding.",4,NA,none.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 410 (ENGR 410),Patent Fundamentals for Engineers,"This course covers the fundamentals of patents for engineers. The first part of the course focuses on the rules and codes that govern patent prosecution, and the second part focuses on claim drafting and amendment writing. Other topics covered include litigation, ethics and licensing.",4,NA,
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 411,Microwave Circuits I,"Transmission-line theory, microstrip and coplanar lines, S-parameters, signal-flow graphs, matching networks, directional couplers, low-pass and band-pass filters, diode detectors. Design, fabrication and measurements (1-10GHz) of microwave-integrated circuits using CAD tools and network analyzers.",1,NA,"EECS 311 or 330, or graduate standing."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 413,Monolithic Amplifier Circuits,"Analysis and design of BJT and MOS multi-transistor amplifiers. Feedback theory and application to feedback amplifiers. Stability considerations, pole-zero cancellation, root locus techniques in feedback amplifiers. Detailed analysis and design of BJT and MOS integrated operational amplifiers. Lectures and laboratory.",4,NA,EECS 311 and EECS 320 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 414,Introduction to MEMS,"Micro electro mechanical systems (MEMS), devices and technologies. Micro-machining and microfabrication techniques, including planar thin-film processing, silicon etching, wafer bonding, photolithography, deposition and etching. Transduction mechanisms and modeling in different energy domains. Analysis of micromachined capacitive, piezoresistive and thermal sensors/actuators and applications. Computer-aided design for MEMS layout, fabrication and analysis.",4,NA,MATH 215 and MATH 216 and PHYSICS 240 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 417 (BIOMEDE 417),Electrical Biophysics,"Electrical biophysics of nerve and muscle; electrical conduction in excitable tissue; quantitative models for nerve and muscle, including the Hodgkin Huxley equations; biopotential mapping, cardiac electrophysiology, and functional electrical stimulation; group projects. Lecture and recitation. <strong>EECS 418. Power Electronics",4,NA,EECS 215 and 216 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 417 (BIOMEDE 417),Electrical Biophysics,"Electrical biophysics of nerve and muscle; electrical conduction in excitable tissue; quantitative models for nerve and muscle, including the Hodgkin Huxley equations; biopotential mapping, cardiac electrophysiology, and functional electrical stimulation; group projects. Lecture and recitation. <strong>EECS 418. Power Electronics",4,NA,EECS 215 and 216 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 417 (BIOMEDE 417),Electrical Biophysics,"Electrical biophysics of nerve and muscle; electrical conduction in excitable tissue; quantitative models for nerve and muscle, including the Hodgkin Huxley equations; biopotential mapping, cardiac electrophysiology, and functional electrical stimulation; group projects. Lecture and recitation. <strong>EECS 418. Power Electronics",4,NA,EECS 215 and 216 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 421,Properties of Transistors,"In depth understanding of the device physics and working principle of some basic IC components: metal-semiconductor junctions, P-N junctions, metal-oxide-semiconductor junctions, MOSFETs and BJTs",4,NA,EECS 320 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 423,Solid-State Device Laboratory,"Semiconductor material and device fabrication and evaluation: diodes, bipolar and field-effect transistors, passive components. Semiconductor processing techniques: oxidation, diffusion, deposition, etching, photolithography. Lecture and laboratory. Projects to design and simulate device fabrication sequence.",4,NA,EECS 320 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 425,Integrated Microsystems Laboratory,"Development of a complete integrated microsystem, from functional definition to final test. MEMS-based transducer design and electrical, mechanical and thermal limits. Design of MOS interface circuits. MEMS and MOS chip fabrication. Mask making, pattern transfer, oxidation, ion implantation and metallization. Packaging and testing challenges. Students work in interdisciplinary teams.",4,NA,EECS 311 or EECS 312 or EECS 414 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 427,VLSI Design I,"Design techniques for rapid implementations of very large-scale integrated (VLSI) circuits, MOS technology and logic. Structured design. Design rules, layout procedures. Design aids: layout, design rule checking, logic and circuit simulation. Timing. Testability. Architectures for VLSI. Projects to develop and lay out circuits.",4,NA,
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 429,Semiconductor Optoelectronic Devices,"Materials for optoelectronics, optical processes in semiconductors, absorption and radiation, transition rates and carrier lifetime. Principles of LEDs, lasers, photodetectors, modulators and solar cells. Optoelectronic integrated circuits. Designs, demonstrations and projects related to optoelectronic device phenomena.",4,NA,EECS 320 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 430 (SPACE 431)(CLIMATE 431),Radiowave Propagation and Link Design,"Fundamentals of electromagnetic propagation and radiation; radiowave propagation in different environments (near Earth, troposphere, ionosphere, indoor and urban); antenna parameters; practical antennas; link analysis; system noise; fading and multipath interference. Course includes lectures, labs and a project in which student teams develop and implement practical wireless systems.",4,NA,"EECS 330 or Grad Standing.  Minimum grade of ""C"" required for enforced prerequisite."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 434,Principles of Photonics,"Introduction to photonics, opto-electronics, lasers and fiber-optics. Topics include mirrors, interferometers, modulators and propagation in waveguides and fibers. The second half treats photons in semiconductors, including semi-conductor lasers, detectors and noise effects. System applications include fiber lightwave systems, ultra-high-peak power lasers and display technologies.",4,NA,EECS 330 or EECS 334 or permission of instructor or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 435,Fourier Optics,"Basic physical optics treated from the viewpoint of Fourier analysis. Fourier-transform relations in optical systems. Theory of image formation and Fourier transformation by lenses. Frequency response of diffraction-limited and aberrated imaging systems. Coherent and incoherent light. Comparison of imagery with coherent and with incoherent light. Resolution limitations. Optical information processing, including spatial matched filtering.",3,NA,EECS 216.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 438,Advanced Lasers and Optics Laboratory,Construction and design of lasers; gaussian beams; nonlinear optics; fiber optics; detectors; dispersion; Fourier optics; spectroscopy. Project requires the design and set-up of a practical optical system.,4,NA,EECS 334 or EECS 434 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 441,Mobile App Development for Entrepreneurs,"Best practices in the software engineering of mobile applications and best practices of software entrepreneurs in the design, production and marketing of mobile apps. Students will engage in the hands-on practice of entrepreneurship by actually inventing, building and marketing their own mobile apps.",4,NA,"Senior standing, EECS 281, EECS 370, and at least four credit hours of Upper Level Electives from list in either Computer Science or Computer Engineering.  Minimum grade of ""C"" required for enforced prerequisites."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 442,Computer Vision,"This course is an introduction to 2D and 3D computer vision. topics include: cameras models, the geometry of multiple views; shape reconstruction methods from visual cues: stereo, shading, shadow, contours; low-level image processing methodologies such as edge detection, feature detection; mid-level vision techniques (segmentation and clustering); Basic high-level vision problems: face detection, object and scene recognition, object categorization, and human tracking.",4,NA,"EECS 281 or graduate standing. Minimum grade of ""C"" required for enforced prerequisites."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 443,Senior Thesis,<strong>,3,NA,Senior standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 443,Senior Thesis,<strong>,3,NA,Senior standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 445,Introduction to Machine Learning,"Theory and implementation of state-of-the-art machine learning algorithms for large-scale real-world applications. Topics include supervised learning (regression, classification, kernel methods, neural networks, and regularization) and unsupervised learning (clustering, density estimation, and dimensionality reduction).",4,NA,EECS 281.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 452,Digital Signal Processing Design Laboratory,"Architecture features of single-chip DSP processors are introduced in lecture.  Laboratory exercises using two different state-of-the-art fixed-point processors include sampling, A/D and D/A conversion, digital waveform generators, real-time FIR and II filter implementation.  The central component of this course is a 12-week team project in real-time DSP Design (including software and hardware development).<strong>EECS 453. Applied Matrix Algorithms for Signal Processing, Data Analysis and Machine Learning",4,NA,"EECS 280, and"
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 452,Digital Signal Processing Design Laboratory,"Architecture features of single-chip DSP processors are introduced in lecture.  Laboratory exercises using two different state-of-the-art fixed-point processors include sampling, A/D and D/A conversion, digital waveform generators, real-time FIR and II filter implementation.  The central component of this course is a 12-week team project in real-time DSP Design (including software and hardware development).<strong>EECS 453. Applied Matrix Algorithms for Signal Processing, Data Analysis and Machine Learning",4,NA,"EECS 280, and"
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 455,Digital Communication Signals and Systems,"Digital transmission techniques in data communications, with application to computer and space communications; design and detection of digital signals for low error rate; forward and feedback transmission techniques; matched filters; modems, block and convolutional coding; Viterbi decoding. Discussion on Discrete-time LTI systems, Discrete-time Fourier Transforms (DTFT) along with homework problems.",4,NA,EECS 216 and EECS 301 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 458 (BIOMEDE 458),Biomedical Instrumentation and Design,"Students design and construct functioning biomedical instruments.  Hardware includes instrumentation amplifiers and active filters constructed using operational amplifiers.  Signal acquisition, processing analysis and display are performed.  Project modules include measurement or respiratory volume and flow rates, biopotentials (electrocardiogram), and optical analysis of arterial blood oxygen saturation (pulse-oximetry).",4,NA,EECS 215 or EECS 314 or consent of instructor or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 460,Control Systems Analysis and Design,"Basic techniques for analysis and design of controllers applicable in any industry (e.g. automotive, aerospace, computer, communication, chemical, bioengineering, power, etc.) are discussed. Both time- and frequency-domain methods are covered. Root locus, Nyquist and Bode plot-based techniques are outlined. Computer-based experiment and discussion sessions are included in the course.",4,NA,EECS 216 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 461,Embedded Control Systems,Basic interdisciplinary concepts needed to implement a microprocessor based control system. Sensors and actuators. Quadrature decoding. Pulse width modulation. DC motors. Force feedback algorithms for human computer interaction. Real time operating systems. Networking. Use of MATLAB to model hybrid dynamical systems. Autocode generation for rapid prototyping. Lecture and laboratory.,4,NA,EECS 216 or EECS 373 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 463,Power Systems Design and Operation,"Power systems overview; Fundamentals: phasors, complex power, three phases; transformer modeling; Transmission line modeling; Power flow analysis; Power system control; Protection; Economic operation and electricity markets; Impact of renewable generation on grid operation and control.",4,NA,
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 464,Hands-on Robotics,"A hands-on, project based introduction to the principles of robotics and robot design.  Multiple team projects per consisting of sesign and implementation of a robot.  Theory: motors, kinematics &amp; mechanisms, sensing/filtering, planning, pinhole cameras.  Practice: servo control, project management; favrication; software design for robotics.  Significant after-hours lab time investment.",4,NA,"EECS 216 or EECS 381 or ME 360 or CEE 212 or IOE 333.  Minimum grade of ""C"" required for enforced prerequisites."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 467,Autonomous Robotics,"A theoretical and hands-on introduction to robotics from a computer science perspective. Topics: kinematics, inverse kinematics, sensors, sensor processing, motion planning, control, Kalman filters, dynamics, embedded systems, real time operating systems, state estimation and mapping and artificial intelligence methods. Emphasizes laboratory design and programming of robotic systems.",4,NA,EECS 281.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 470,Computer Architecture,Basic concepts of computer architecture and organization. Computer evolution. Design methodology. Performance evaluation. Elementary queuing models. CPU architecture instruction sets. ALU design. Hardware and micro-programmed control. Nanoprogramming. Memory hierarchies. Virtual memory. Cache design. Input-output architectures. Interrupts and DMA. I/O processors. Parallel processing. Pipelined processors. Multiprocessors.<strong>EECS 473. Advanced Embedded Systems,4,NA,EECS 370 and EECS 270 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 470,Computer Architecture,Basic concepts of computer architecture and organization. Computer evolution. Design methodology. Performance evaluation. Elementary queuing models. CPU architecture instruction sets. ALU design. Hardware and micro-programmed control. Nanoprogramming. Memory hierarchies. Virtual memory. Cache design. Input-output architectures. Interrupts and DMA. I/O processors. Parallel processing. Pipelined processors. Multiprocessors.<strong>EECS 473. Advanced Embedded Systems,4,NA,EECS 370 and EECS 270 or graduate standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 475,Introduction to Cryptography, (4 credits),4,NA,
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 477,Introduction to Algorithms, (4 credits),4,NA,EECS 281  and EECS 376 Minimum grade of C required for enforced prerequisites. (4 credits)
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 478,Logic Circuit Synthesis and Optimization,"Advanced design of logic circuits. Technology constraints. Theoretical foundations. Computer-aided design algorithms. Two-level and multilevel optimization of combinational circuits. Optimization of finite-state machines. High-level synthesis techniques: modeling, scheduling and binding. Verification and testing.",4,NA,"EECS 203, EECS 270, and senior standing or graduate standing."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 480,Logic and Formal Verification,An introduction to current methodologies for verifying computer systems. Topics covered include logic and theorem proving; transition systems; temporal logic and the mu-calculus; modeling sequential and concurrent systems; model checking methods; binary decision diagrams; and controlling state explosion. Students will complete a project using current model checking technology.,4,NA,EECS 281 and
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 481,Software Engineering,"Pragmatic aspects of the production of software systems, dealing with structuring principles, design methodologies and informal analysis. Emphasis is given to development of large, complex software systems. A term project is usually required.",4,NA,"EECS 281 or graduate standing. Minimum grade of ""C"" required for enforced prerequisite."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 482,Introduction to Operating Systems,"Operating system design and implementation: multi-tasking; concurrency and synchronization; inter-process communication; deadlock; scheduling; resource allocation; memory and storage management; input-output; file systems; protection and security. Students write several substantial programs dealing with concurrency and synchronization in a multi-task environment, with file systems and with memory management.",4,NA,"EECS 281 and EECS 370 or graduate standing in CSE. Minimum grade of ""C"" required for enforced prerequisites."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 483,Compiler Construction,"Introduction to compiling techniques including parsing algorithms, semantic processing and optimization. Students implement a compiler for a substantial programming language using a compiler generating system.",4,NA,"EECS 281 and EECS 370 or graduate standing.  Minimum grade of ""C"" required for enforced prerequisite."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 484,Database Management Systems,"Concepts and methods for the design, creation, query and management of large enterprise databases. Functions and characteristics of the leading database management systems. Query languages such as SQL, forms, embedded SQL, and application development tools. Database design, integrity, normalization, access methods, query optimization, transaction management and concurrency control and recovery.",4,NA,"EECS 281 or graduate standing in CSE. Minimum grade of ""C"" required for enforced prerequisite."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 485,Web Systems,,4,NA,"EECS 281 or graduate standing in CSE. Minimum grade of ""C"" required for enforced prerequisite."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 486,Informational Retrieval and Web Search,<i>.  Minimum grade ,4,NA,EECS 281
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 487,Interactive Computer Graphics,"Computer graphics hardware, line drawing, rasterization, anti-aliasing, graphical user interface (GUI), affine geometry, projective geometry, geometric transformation, polygons, curves, splines, solid models, lighting and shading, image rendering, ray tracing, radiosity, hidden surface removal, texture mapping, animation, virtual reality and scientific visualization.",4,NA,"EECS 281 or graduate standing. Minimum grade of ""C"" for enforced prerequisite."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 489,Computer Networks,"Protocols and architectures of computer networks. Topics include client-server computing, socket programming, naming and addressing, media access protocols, routing and transport protocols, flow and congestion control, and other application-specific protocols. Emphasis is placed on understanding protocol design principles. Programming problems to explore design choices and actual implementation issues assigned.",4,NA,"EECS 482 or graduate standing in CSE. Minimum grade of ""C"" required for enforced prerequisite."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 490,Programming Languages,"Fundamental concepts in programming languages. Course covers different programming languages including functional, imperative, object-oriented, and logic programming languages; different programming language features for naming, control flow, memory management, concurrency, and modularity; as well as methodologies, techniques and tools for writing correct and maintainable programs.",4,NA,EECS 281.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 492,Introduction to Artificial Intelligence,"Introduction to the core concepts of AI, organized around building computational agents. Emphasizes the application of AI techniques.  Topics include search, logic, knowledge representation, reasoning, planning, decision making under uncertainty, and machine learning.",4,NA,"EECS 281.  Minimum grade of ""C"" required for enforced prerequisite."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 493,User Interface Development,"Concepts and techniques for designing computer system user interfaces to be easy to learn and use, with an introduction to their implementation. Task analysis, design of functionality, display and interaction design, and usability evaluation. Interface programming using an object-oriented application framework. Fluency in a standard object-oriented programming language is assumed.",4,NA,"EECS 281 or graduate standing in CSE.  Minimum grade of ""C"" required for enforced prerequisitse."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 494,Computer Game Design and Development,"Concepts and methods for the design and development of computer games. Topics include: history of games, 2D graphics and animation, sprites, 3D animation, binary space partition trees, software engineering, game design, interactive fiction, user interfaces, artificial intelligence, game SDK's, networking, multi-player games, game development environments, commercialization of software.",4,NA,"EECS 281. Minimum grade of ""C"" required for enforced prerequisite."
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 496,Major Design Experience Professionalism,"Design principles for multidisciplinary team projects, team strategies, entrepreneurial skills, ethics, social and environmental awareness, and life long learning. Each student <i>must",4,NA,senior standing.
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 497,EECS Major Design Projects,.<i> (4 credits),4,NA,"senior standing, EECS 281, EECS 370, Tech Comm 300, and at least four credit hours of Upper Level Electives in either Computer Science or Computer Engineering"
Electrical Engineering and Computer Science Courses | Michigan Engineering,EECS 498,Special Topics,"Topics of current interest selected by the faculty. Lecture, seminar or laboratory.",1,NA,permission of instructor.
