department,code,title,description,credit,advised_requisite,pre_requisite
Mechanical Engineering Courses | Michigan Engineering,MECHENG 350,Design and Manufacturing II,"Principles of machine and mechatronic design and manufacturing.  Analysis, synthesis and selection of mechanisms, machine components, mechatronic components, and associate manufacturing processes.  Semester-long, model-based design/build/test project in a team setting",4,NA,"MECHENG 211, MECHENG 240, MECHENG 250. Minimum grade of ""C"" required for enforced prerequisites."
Mechanical Engineering Courses | Michigan Engineering,MECHENG 360,"Modeling, Analysis and Control of Dynamic Systems","Developing mathematical models of dynamic systems, including mechanical, electrical, electromechanical and fluid/thermal systems and representing these models in transfer function and state space form. Analysis of dynamic system models, including time and frequency responses. Introduction to linear feedback control techniques. Synthesis and analysis by analytical and computer methods. Four hours of lecture per week.",4,NA,"MECHENG 240 and P/A EECS 314. Minimum grade of ""C"" required for enforced prerequisites."
Mechanical Engineering Courses | Michigan Engineering,MECHENG 382,Mechanical Behavior of Materials,"Material microstructures, dislocations and defects; processing and mechanical properties of metals, polymers and composites; heat treatment of metals; elastic, plastic, and viscoelastic behavior of materials, strain hardening; fracture, fracture mechanics, fatigue and multiaxis loading; creep and stress relaxation; materials-related design issues, materials selection, corrosion and environmental degradation of materials.<strong>MECHENG 390. RISE 3 - Research, Innovation, Service, Entrepreneurship",2,NA,"MECHENG 211. Minimum grade of ""C"" required for enforced prerequisite."
Mechanical Engineering Courses | Michigan Engineering,MECHENG 382,Mechanical Behavior of Materials,"Material microstructures, dislocations and defects; processing and mechanical properties of metals, polymers and composites; heat treatment of metals; elastic, plastic, and viscoelastic behavior of materials, strain hardening; fracture, fracture mechanics, fatigue and multiaxis loading; creep and stress relaxation; materials-related design issues, materials selection, corrosion and environmental degradation of materials.<strong>MECHENG 390. RISE 3 - Research, Innovation, Service, Entrepreneurship",2,NA,"MECHENG 211. Minimum grade of ""C"" required for enforced prerequisite."
Mechanical Engineering Courses | Michigan Engineering,MECHENG 395,Laboratory I,"Weekly lectures and experiments designed to introduce the student to the basics of experimentation, instrumentation, data collection and analysis, error analysis and reporting. Topics will include fluid mechanics, thermodynamics, mechanics, materials and dynamical systems. Emphasis is placed on report writing and team-building skills.",4,NA,"PHYS 240, and PHYS 241, and MECHENG 211, and MECHENG 235, and MECHENG 240; preceded or accompanied by MECHENG 320, and MECHENG 382. Minimum grade of ""C"" required for enforced prerequisites."
Mechanical Engineering Courses | Michigan Engineering,MECHENG 400,Mechanical Engineering Analysis,"<span style=""height: 1.25;"">Exact and approximate techniques for the analysis of problems in mechanical engineering including structures, vibrations, control systems, fluids, and design. Emphasis is on application.",3,NA,"MECHENG 211, MECHENG 240, Math 216."
Mechanical Engineering Courses | Michigan Engineering,MECHENG 401,(MFG 402) Statistical Quality Control and Design,"<span style=""height: 1.25;"">Evolution of quality methods. Fundamentals of statistics. Process behavior over time. Concept of statistical process control (SPC). Design and interpretation of control charts. Process capability study. Tolerance. Measurement system analysis. Correlation. Regression analysis. Independent t-test and paired t-test. Design and analysis of two-level factorial experiments. Fractional factorial experiments. Response model building. Taguchi methods. Case studies.",3,NA,senior or graduate standing.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 406,Biomechanics for Engineering Students.,"Fundamental properties of biological systems, followed by a quantitative, mechanical analysis. Topics include mechanics of the cytoskeleton, biological motor molecules, cell motility, muscle, tissue and bio-fluid mechanics, blood rheology, bio-viscoelasticity, biological ceramics, animal mechanics and locomotion, biomimetics and effects of scaling. Individual topics will be covered on a case by case study basis.",3,NA,MECHENG 320 and MECHENG 382.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 412,Advanced Strength of Materials,"Review of energy methods, Betti's reciprocal theorem; elastic, thermoelastic and elastoplastic analysis of axisymmetric thick cylinders and rotating discs; bending of rectangular and circular plates, including asymmetric problems; beams on elastic foundations; axisymmetric bending of cylindrical shells; torsion of prismatic bars.",3,NA,MECHENG 311.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 420,Fluid Mechanics II,"Use of commercial CFD packages for solving realistic fluid mechanics and heat transfer problems of practical interest. Introduction to mesh generation, numerical discrimination, stability, convergence, and accuracy of numerical methods. Applications to separated, turbulent and two-phase flows, flow control and flows involving heat transfer. Open-ended design project.",3,NA,MECHENG 320.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 424 (BME 424),Engineering Acoustics,"Vibrating systems; acoustic wave equation; plane and spherical waves in fluid media; reflection and transmission at interfaces; propagation in lossy media; radiation and reception of acoustic waves; pipes, cavities and waveguides; resonators and filters; noise; selected topics in physiological, environmental and architectural acoustics.",3,NA,Math 216 or Physics 240.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 432,Combustion,"Introduction to combustion processes; combustion thermodynamics, reaction kinetics and combustion transport. Chain reactions, ignition, quenching and flammability limits, detonations, deflagrations and flame stability. Introduction to turbulent premixed combustion. Applications in IC engines, furnaces, gas turbines, and rocket engines.",3,NA,"MECHENG 336, preceded or accompanied by MECHENG 320."
Mechanical Engineering Courses | Michigan Engineering,MECHENG 433 (AUTO 533),Advanced Energy Solutions,"Introduction to the challenges of power generation for a global society using the thermodynamics to understand basic principles and technology limitations. Covers current and future demands for energy; methods of power generation including fossil fuel, solar, wind and nuclear; associated detrimental by-products; and advanced strategies to improve power densities, efficiencies and emissions",3,NA,MECHENG 235.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 438,Internal Combustion Engines,"Analytical approach to the engineering problem and performance analysis of internal combustion engines. Study of thermodynamics, combustion, heat transfer, friction and other factors affecting engine power, efficiency and emissions. Design and operating characteristics of different types of engines. Computer assignments. Engine laboratories.",4,NA,"MECHENG 235, MECHENG 336 or permission of instructor."
Mechanical Engineering Courses | Michigan Engineering,MECHENG 440,Intermediate Dynamics and Vibrations,"Newton/Euler and Lagrangian formulations for three-dimensional motion of particles and rigid bodies. Linear free and forced responses of one and two degree of freedom systems and simple continuous systems. Applications to engineering systems involving vibration isolation, rotating imbalance and vibration absorption.",4,NA,MECHENG 240.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 450,Design and Manufacturing III,A mechanical engineering design project by which the student is exposed to the design process from concept through analysis to layout and report.  Projects are proposed from the different areas of study within mechanical engineering and reflect the expertise of instructional faculty and industrial representatives.,4,NA,"MECHENG 350, MECHENG 360, and either MECHENG 395 or AEROSP 305. May not be taken concurrently with MECHENG 455 or MECHENG 495. Not open to graduate students."
Mechanical Engineering Courses | Michigan Engineering,MECHENG 451 (MFG 453),Properties of Advanced Materials for Design Engineers,"Mechanical behavior and environmental degradation of polymeric-, metal- and ceramic-matrix composites; manufacturability of advanced engineering materials; use of composite materials in novel engineering designs.",3,NA,MECHENG 382.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 452 (MFG 452),Design for Manufacturability,"Conceptual design. Design for economical production, Taguchi methods, design for assembly; case studies. Product design using advanced polymeric materials and composites; part consolidation, snap-fit assemblies; novel applications. Design projects.",3,NA,MECHENG 350.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 455,Analytical Product Design,"Design of artifacts is addressed from a multidisciplinary perspective that includes engineering, art, psychology, marketing and economics. Using a decision-making framework, emphasis is placed on quantitative methods. Building mathematical models and accounting for interdisciplinary interactions. Students work in team design projects from concept generation to prototyping and design verification. Four credit-hour election requires prototyping of project.",3,NA,"MECHENG 350, MECHENG 360, MECHENG 395 for MECHENG majors. PI for all others."
Mechanical Engineering Courses | Michigan Engineering,MECHENG 456 (BIOMEDE 456),Tissue Mechanics,"Definition of biological tissue and orthopedic device mechanics including elastic, viscoelastic and non-linear elastic behavior. Emphasis on structure function relationships. Overview of tissue adaptation and the interaction between tissue mechanics and physiology.",3,NA,"MECHENG 211, MECHENG 240."
Mechanical Engineering Courses | Michigan Engineering,MECHENG 458,Automotive Engineering,"Emphasizes systems approach to automotive design. Specific topics include automotive structures, suspension steering, brakes and driveline. Basic vehicle dynamics in the performance and handling modes are discussed. A semester team-based design project is required.",3,NA,MECHENG 350.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 461,Automatic Control,Feedback control design and analysis for linear dynamic systems with emphasis on mechanical engineering applications; transient and frequency response; stability; system performance; control modes; state space techniques; digital control systems.,3,NA,MECHENG 360.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 476 (BIOMEDE 476),Biofluid Mechanics,"This is an intermediate level fluid mechanics course which uses examples from biotechnology processes and physiologic applications including the cardiovascular, respiratory, ocular, renal, musculo-skeletal and gastrointestinal systems.",4,NA,MECHENG 320.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 481,Manufacturing Processes,"Mathematical modeling of manufacturing processes used in industry to manufacture mechanical systems:  machining, deformation, welding, assembly, surface treatment, and solidification processes.  Process costs and limits; influence of processes on the final mechanical properties of the product.  Reconfigurable manufacturing, Rapid prototyping, Direct Metal Deposition (DMD) and semiconductor manufacturing.",3,NA,MECHENG 382.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 482 (MFG 492),Machining Processes,Introduction to machining operations.  Cutting tools and tool wear mechanisms.  Cutting forces and mechanics of machining.  Machining process simulation.  Surface generation.  Temperatures of the tool and workplace.  Machining dynamics.  Non-traditional machining.,3,NA,MECHENG 382.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 483,Manufacturing System Design,"Manufacturing system design methodologies and procedures. Topics: paradigms of manufacturing; building blocks of manufacturing systems; numerical control and robotics; task allocation and line balancing; system configurations, performance of manufacturing systems including quality, productivity, and responsiveness; economic models and optimization of manufacturing systems; launch and reconfiguration of manufacturing systems; Lean manufacturing.",3,NA,MECHENG 250.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 487 (MFG 488),Welding,"Study of the mechanism of surface bonding, welding metallurgy, effect of rate of heat input on resulting microstructures, residual stresses and distortion, economics and capabilities of the various processes.",3,NA,MECHENG 382.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 489,Sustainable Engineering and Design,"ME 489 covers economic, environmental and social aspects of sustainability as they pertain to engineering design.  the course covers life cycle assessment, carbon/water/energy footprints, economic assessments, mass/energy balances, air/water pollutants, modeling of environmental pollutant concentrations, engineering economics, social considerations, pollution prevention, resource conservation, human and eco-toxicity, life cycle costing, and energy systems.",3,NA,MECHENG 235. Credit for only one
Mechanical Engineering Courses | Michigan Engineering,MECHENG 490,"RISE 4 - Research, Innovation, Service, Entrepreneurship","Individual or group project work where student(s) must apply mechanical engineering principles to research, innovation, service or entrepreneurship projects. Student(s) work under the direction of Mechanical Engineering faculty. (Students should work on project approximately 10 hours/week for 3 credits. The student(s) submits proposal and presents poster at ME Undergraduate Symposium.)",3,NA,permission of instructor.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 491,Independent Study,Individual or group experimental or theoretical research in the area of mechanical engineering. A topic in mechanical engineering under the direction of a member of the department. The student will submit a final report. Two four-hour laboratories per week. For undergraduates only.,1,NA,"MECHENG 490, permission of instructor; mandatory pass/fail."
Mechanical Engineering Courses | Michigan Engineering,MECHENG 495,Laboratory II,"Weekly lectures and extended experimental projects designed to demonstrate experimental and analytical methods as applied to complex mechanical systems. Topics will include controls, heat transfer, fluid mechanics, thermodynamics, mechanics, materials and dynamical systems. Emphasis on laboratory report writing, oral presentations and team-building skills, and the design of experiments",4,NA,"MECHENG 360, MECHENG 395, preceded or accompanied by MECHENG 335 and MECHENG 350. May not elect MECHENG 450 concurrently. Not open to graduate students."
Mechanical Engineering Courses | Michigan Engineering,MECHENG 499,Special Topics in Mechanical Engineering,Selected topics pertinent to mechanical engineering.,0,NA,permission of instructor.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 501,Mathematical Methods in Mechanical Engineering,"Applied mathematics for mechanical engineering with an emphasis on mathematical principles and analytical methods. Topics include: complex analysis (functions of complex variables, contour integrals, conformal mappings), linear operator theory (vector spaces, linear algebra), ordinary differential equations (series solutions, Laplace and Fourier transforms, Green's functions).",3,NA,advised Math 216; Math 217 or equivalent recommended.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 502,Methods of Differential Equations in Mechanics,"Applications of differential equation methods of particular use in mechanics. Boundary value and eigenvalue problems are particularly stressed for linear and nonlinear elasticity, analytical dynamics, vibration of structures, wave propagation, fluid mechanics and other applied mechanic topics.",3,NA,Math 454.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 505,Finite Element Methods in Mechanical Engineering,"Theoretical and computational aspects of finite element methods. Examples from areas of thermal diffusion, potential/irrotational flows, lubrication, structural mechanics, design of machine components, linear elasticity and Navier-Stokes flows problems. Program development and modification are expected as well as learning the use of existing codes.",3,NA,MECHENG 501
Mechanical Engineering Courses | Michigan Engineering,MECHENG 506 (BIOMEDE 506),Computational Modeling of Biological Tissues,Biological tissues have multiple scales and can adapt to their physical environment. This course focuses on visualization and modeling of tissue physics and adaptation. Examples include electrical conductivity of heart muscle and mechanics of hard and soft tissues. Homogenization theory is used for multiple scale modeling.,3,NA,(3 credits)
Mechanical Engineering Courses | Michigan Engineering,MECHENG 507,Atomistic Computer Modeling of Materials,Describes the core methods used to simulate matter at the atomic scale.  Topics include: Structure of matter and interatomic potentials; High-performance computing; Electronic structure methods; Molecular dynamics; Monte Carlo; Transition state theory; Accelerated dynamics and multi-scale modeling. Applications of these methods are illustrated in hands-on laboratories involving research-caliber simulation tools.,3,NA,3 credits)
Mechanical Engineering Courses | Michigan Engineering,MECHENG 511,Theory of Solid Continua,"The general theory of a continuous medium. Kinematics of large motions and deformations; stress tensors; conservation of mass, momentum and energy; constitutive equations for elasticity, viscoelasticity and plasticity; applications to simple boundary value problems.",3,NA,"MECHENG 211, Math 450."
Mechanical Engineering Courses | Michigan Engineering,MECHENG 512 (CEE 509),Theory of Elasticity,"Stress, strain and displacement, equilibrium and compatibility. Use of airy stress function in rectangular and polar coordinates, asymptotic fields at discontinuities, forces and dislocations, contact and crack problems, rotating and accelerating bodies. Galerkin and Papcovich-Neuber solutions, singular solutions, spherical harmonics. Thermoelasticity. Axisymmetric contact and crack problem. Axisymmetric torsion.",3,NA,"MECHENG 311 or MECHENG 412, or MECHENG 511 or equivalent."
Mechanical Engineering Courses | Michigan Engineering,MECHENG 513,"(Auto 513, MFG 513). Automotive Body Structures","Emphasis is on body concept for design using first order modeling of thin walled structural elements. Practical application of solid/structural mechanics is considered to design automotive bodies for global bending, torsion, vibration, crashworthiness, topology, material selection, packaging and manufacturing constraints.",3,NA,MECHENG 311.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 514,Nonlinear Fracture Mechanics,"Elements of solid mechanics, historical development of fracture mechanics, energy release rate of cracked solids, linear elastic fracture mechanics and elastic-plastic fracture mechanics.",3,NA,MECHENG 412.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 515,Contact Mechanics,Hertzian elastic contact; elastic-plastic behavior under repeated loading; shakedown. Friction; transmission of frictional tractions in rolling; fretting; normal and oblique impact. Dynamic loading. Surface durability in rolling. Surface roughness effects. Conduction of heat and electricity across interfaces. Thermal and thermoelastic effects in sliding and static contact.,3,NA,MECHENG 311 or MECHENG 350.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 516,(MATSCIE 516) Mechanics of Thin Films and Layered Materials,Stresses and deformations in layered materials; energy-release rates and delamination; fracture mechanics of layered materials; spalling; interfacial fracture mechanics; mixed-mode fracture; buckling-driven delamination; cracking of thin films; effects of plasticity on fracture; stress-relaxation mechanisms in multi-layered materials; adhesion and fracture tests.,3,NA,MECHENG 311 or graduate standing.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 517,(MacroSE 517) Mechanics of Polymers I,"Constitutive equation for linear small strain viscoelastic response; constant rate and sinusoidal responses; time and frequency dependent material properties; energy dissipation; structural aplications including axial loading, bending, torsion; three dimensional response, thermo-viscoelasticity, correspondence principle, Laplace transform and numerical solution methods.",3,NA,MECHENG 511 or permission of instructor.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 518 (MFG 518),"Composite Materials: Mechanics, Manufacturing, and Design","Composite materials, including naturally occurring substances such as wood and bone, and engineered materials from concrete to carbon-fiber reinforced epoxies. Development of micromechanical models for a variety of constitutive laws. Link between processing and as-manufactured properties through coupled fluid and structural analyses.",3,NA,senior or graduate standing.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 519,Theory of Plasticity I,"Fundamentals of plasticity; stress-strain relations, yield criteria and the general behavior of metals and nonmetals beyond proportional limit in the light of experimental evidence. Various approximate theories with emphasis on the theory of plastic flow. Application to problems of bending, torsion, plane strain and plane stress, technological problems.",3,NA,MECHENG 511.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 520,Advanced Fluid Mechanics I,Fundamental concepts and methods of fluid mechanics; inviscid flow and Bernoulli theorems; potential flow and its application; Navier-Stokes equations and constitutive theory; exact solutions of the Navier-Stokes equations; boundary layer theory; integral momentum methods; introduction to turbulence.,3,NA,MECHENG 320.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 521,Advanced Fluid Mechanics II,Viscous flow fundamentals; vorticity dynamics; solution of the Navier-Stokes equations in their approximate forms; thin shear layers and free surface flows; hydrodynamic stability and transition to turbulence; fundamental concepts of turbulence; the turbulent boundary layer; introduction to turbulence modeling.,3,NA,MECHENG 520.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 523 (AEROSP 523),Computational Fluid Dynamics I,"Physical and mathematical foundations of computational fluid mechanics with emphasis on applications. Solution methods for model equations and the Euler and the Navier-Stokes equations. The finite volume formulation of the equations. Classification of partial differential equations and solution techniques. Truncation errors, stability, conservation and monotonicity. Computer projects and homework.",3,NA,AEROSP 325 or preceded or accompanied by MECHENG 520.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 524,Advanced Engineering Acoustics,"Derivation of the acoustic wave equation and development of solution techniques. Transmission and reflection from solids, plates and impedance boundaries. Radiation and scattering from non-simple geometries. Green's functions; boundary element and finite element methods. Sound in ducts and enclosures. Introduction to structural-acoustic coupling. Automotive and other applications considered.",3,NA,"MECHENG 424,"
Mechanical Engineering Courses | Michigan Engineering,MECHENG 527,Multiphase Flow,"Selected topics in multiphase flow including nucleation and cavitation; dynamics of stationary and translating particles and bubbles; basic equations of homogeneous two-phase gas/liquid, gas/solid and vapor/liquid flows; kinematics and acoustics of bubbly flows; instabilities and shock waves in bubbly flows; stratified, annular and granular flow.",3,NA,MECHENG 520.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 530,Advanced Heat Transfer,"Advanced topics in conduction and convection including the presentation of several solution methods (semi-quantitative analysis, finite difference methods, superposition, separation of variables) and analysis of multi-mode heat transfer systems. Fundamentals of radiation heat transfer including; blackbody radiation, radiative properties, view factors, radiative exchange between ideal and non-ideal surfaces.",3,NA,MECHENG 320 or equivalent background in fluid mechanics and heat transfer.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 532,Convection Heat Transfer,Differential and integral formulations of convection. Parallel and nearly parallel laminar (boundary layer) flows. Similarity solutions. Periodic convection. Computational convection. Instability and turbulence. Kinetic and thermal scales and spectra. Flow prediction. Heat transfer prediction. Multiple scale dimensional analysis. Technological applications.,3,NA,MECHENG 335.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 533,Radiative Heat Transfer,"Electromagnetic, optical and quantum aspects of radiative equilibrium. Enclosure radiation including spatial, specular, and spectral distributions. Gas radiation including boundary affected thin gas and thick gas approximations. Averaged and spectral properties. Technological applications.",3,NA,MECHENG 335.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 535,Thermodynamics III,"Definitions and scope of thermodynamics; first and second laws. Maxwell's relations. Clapeyron relation, equation of state, thermodynamics of chemical reactions, availability.",3,NA,MECHENG 336.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 537,Advanced Combustion,Advanced treatment of fundamental combustion processes. Conservation equations for reacting gas mixtures. The structure of one-dimensional diffusion and premixed flames; introduction to activation energy asymptotics. Two-dimensional Burke-Schumann flames and boundary layer combustion. Flame instabilities and flame stretch; turbulent combustion.,3,NA,MECHENG 432 or equivalent.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 538,Advanced Internal Combustion Engines,"Modern analytical approach to the design and performance analysis of advanced internal combustion engines. Study of thermodynamics, fluid flow, combustion, heat transfer and other factors affecting the design, operating and emissions characteristics of different engine types. Application of course techniques to engine research projects.",3,NA,MECHENG 438.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 539 (APPLIED PHYSICS 639),Heat Transfer Physics,"Unified treatment of thermal energy storage, transport and conversion, by principal carriers: phonon, electron, fluid particle and photon. Quantum, molecular dynamics and Boltzmann transport treatments are used, along with applications (e.g., thermoelectrics, photovoltaics, laser cooling, phonon recycling, size effects).",3,NA,"MECHENG 235, MECHENG 335."
Mechanical Engineering Courses | Michigan Engineering,MECHENG 540 (AEROSP 540),Intermediate Dynamics,Newton/Euler and Lagrangian formulations for three dimensional motion of particles and rigid bodies. Principles of dynamics applied to various rigid-body and multi-body dynamics problems that arise in aerospace and mechanical engineering.,3,NA,MECHENG 240.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 541,Mechanical Vibrations,"Time and frequency domain mathematical techniques for linear system vibrations. Equations of motion of discrete non-conservative systems. Vibration of multi-degree-of-freedom systems. Small oscillation theory. Free vibration eigenvalue problem. Undamped system response. Viscously damped systems. Vibration of continuous systems. Modes of vibration of bars, beams, membranes, plates.",3,NA,MECHENG 440.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 542,Vehicle Dynamics,Dynamics of the motor vehicle. Static and dynamic properties of the pneumatic tire. Mechanical models of single and double-track vehicles enabling prediction of their response to control forces/moments and external disturbances. Directional response and stability in small disturbance maneuvers. The closed-loop driving process. Behavior of the motor vehicle in large perturbation maneuvers. Ride phenomena treated as a random process.,3,NA,MECHENG 440.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 543,Analytical and Computational Dynamics I,"Modern analytical rigid body dynamics equation formulation and computational solution techniques applied to mechanical multibody systems. Kinematics of motion generalized coordinates and speeds, analytical and computational determination of inertia properties, generalized forces, Gibb's function, Routhian, Kanes's equations, Hamilton's principle, Lagrange's equations holonomic and nonholonomic constraints, constraint processing, computational simulation.",3,NA,MECHENG 440.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 548,Applied Nonlinear Dynamics,"Geometrical representation of the dynamics of nonlinear systems. Stability and bifurcation theory for autonomous and periodically forced systems. Chaos and strange attractors. Introduction to pattern formation. Applications to various problems in rigid-body dynamics, flexible structural dynamics, fluid-structure interactions, fluid dynamics, and control of electromechanical systems.",3,NA,MECHENG 360 or graduate standing.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 551 (MFG 560),Mechanisms Design,Basic concepts. Type synthesis — creative design of mechanisms; graph theory. Precision-point Burmester theory for dimensional synthesis of linkages. Applications. Cam and follower system synthesis. Joint force analysis and dynamic analysis formulations. Analytical synthesis of programmable and compliant mechanisms. Use of software for synthesis and analysis. Design projects.,3,NA,MECHENG 350.
Mechanical Engineering Courses | Michigan Engineering,MECHENG 552 (MFG 552),Mechatronic Systems Design,"Mechatronics is the synergistic integration of mechanical disciplines, controls, electronics and computers in the design of high-performance systems. Case studies, hands-on lab exercises and hardware design projects cover the practical aspects of machine design, multi-domain systems modeling, sensors, actuators, drives circuits, simulation tools, DAQ and controls implementation using microprocessors.",4,NA,"MECHENG 350, MECHENG 360, EECS 314 or equivalent"
Mechanical Engineering Courses | Michigan Engineering,MECHENG 553 (MFG 553),Microelectromechanical Systems,"Basic integrated circuit (IC) manufacturing processes; electronics devices fundamentals; microelectromechanical systems fabrications including surface micromachining, bulk micromachining, LIGA and others. Introduction to micro-actuators and microsensors such as micromotors, grippers, accelerometers and pressure sensors. Mechanical and electrical issues in micromachining. IC CAD tools to design microelectromechanical structures using MCNC MUMPs service. Design projects.",3,NA,senior or graduate standing.
