department,code,title,description,credit,advised_requisite,pre_requisite
Aerospace Engineering Courses | Michigan Engineering,AEROSP 347,Space Flight Mechanics,"Introduction to space flight mechanics. The two-body problem. Orbital transfers, maneuvers and orbital analysis. Ground tracks and relative motion in orbit. Gravity assist trajectories. Spacecraft attitude and rotational dynamics. Euler's and Poisson's equations. Stability analysis. Open loop attitude control momentum management using thrusters and reaction wheels.",3,NA," Preceded by ME 240, Math 216, and AE 201"
Aerospace Engineering Courses | Michigan Engineering,AEROSP 348,Aircraft Dynamics and Control,"Introduction to the dynamics and control of atmospheric flight vehicles. Nonlinear equations of motion. Stability derivatives and linearized equations for longitudinal and lateral flight dynamics. Concepts from linear systems: state equations, transfer functions, stability, time response, frequency response. Fundamentals of feedback control, including root locus and Nyquist analysis applied to flight control.",3,NA, Preceded by AE 347
Aerospace Engineering Courses | Michigan Engineering,AEROSP 384,Introduction to Solid Modeling and CAD,"Design process including specifications, configurations, trades and design drivers. Introduction to solid visualization and modeling through an integrated CAD/CAE/CAM/PDM software package in the context of the design process. The role of CAD in analysis, manufacturing and product management. Flight vehicle related projects.",3,NA, preceded or accompanied by AEROSP 201 and AEROSP 215.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 290,Directed Study,"Study aspects of aerospace engineering that are not suitable for technical elective credit. May be used for student team projects, pilot ground school, UROP or other academic studies that are directed by an Aerospace Engineering faculty member. <a class=""external-link"" href=""https://art.ai.umich.edu/course/AEROSP%20290/"" target=""_self"" title="""">View course profile.",1,NA, permission of instructor
Aerospace Engineering Courses | Michigan Engineering,AEROSP 405,Aerospace Laboratory II,"Second course of a two-semester sequence covering fundamentals of instrumentation and measurement and their application in engineering testing and experimentation. Focuses primarily on application of the fundamental principles learned in Aero 305 to more advanced test and measurement applications. Involves instructor-designed experiments and one major project conceived, designed, conducted, analyzed and reported by student teams. Emphasizes development of skills for written communication and for working effectively in a team environment.",4,NA, preceded by AEROSP 305. Preceded or accompanied by AEROSP 315 and AEROSP 325.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 416 (NAVARCH 416),Theory of Plates and Shells,Linear elastic plates. Membrane and bending theory of axisymmetric and non-axisymmetric shells. Variational formulation of governing equations boundary conditions. Finite element techniques for plate and shell problems.<b>AEROSP 421. Engineering Aerodynamics,3,NA, AEROSP 315.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 416 (NAVARCH 416),Theory of Plates and Shells,Linear elastic plates. Membrane and bending theory of axisymmetric and non-axisymmetric shells. Variational formulation of governing equations boundary conditions. Finite element techniques for plate and shell problems.<b>AEROSP 421. Engineering Aerodynamics,3,NA, AEROSP 315.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 423,Computational Methods for Aerospace Engineering,"This course covers computational methods used in Aerospace engineering, including time integration techniques for ordinary differential equations, finite differences, finite volumes, finite elements, and probabilistic methods. Emphasis is placed on analysis and implementation of the underlying numerical methods. Computer programming in Matlab or a similar language is required.",3,NA, ENGR 101 or ENGR 151 and MATH 216 w/ minimum grade of C-.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 445,Flight Dynamics of Aerospace Vehicles,"Flight-oriented models of aerospace vehicles. Analytical modeling principles for analysis and control. Computer-based simulation, performance evaluation and model validation. Flight properties of various aerospace vehicles, such as fixed-wing aircraft, rotorcraft, launch and reentry vehicles, orbiters and interplanetary vehicles.",3,NA, AEROSP 348.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 447,Flight Testing,"Theory and practice of obtaining flight-test data on performance and stability of airplanes from actual flight tests. Modern electronic flight test instrumentation, collection of flight test data, calibration procedures for air data sensors, estimation of stability derivatives from flight test data.",3,NA, AEROSP 305 and AEROSP 348.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 450,Flight Software Systems,"Theory and practice of embedded flight software systems. Computational theory topics include discrete mathematics, finite automata, computational complexity and model checking. Software development concepts include object oriented programming, networks, multi-threaded software, real-time scheduling and sensor/actuator interface protocols. Emphasis placed on C/C++ development in Linux with guidance, navigational control applications.",3,NA," ENGR 101 and AEROSP 201, or graduate standing."
Aerospace Engineering Courses | Michigan Engineering,AEROSP 464 (AOSS 464) (ENSCEN 464),The Space Environment,"An introduction to physical and aeronomical processes in the space environment. Discussion of theoretical tools, the Sun, solar spectrum, solar wind, interplanetary magnetic field, planetary magnetosphere, ionospheres and upper atmospheres. Atmospheric processes, densities, temperatures and wind.",3,NA, senior or graduate standing in a physical science or engineering.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 481,Aircraft Design,"Multidisciplinary integration of aerodynamics, performance, stability and control, propulsion, structures and aeroelasticity in a systems approach aimed at designing an aircraft for a set of specifications. Includes weight estimates, configuration and power plant selection, tail-sizing, maneuver and gust diagrams, wing loading, structural and aeroelastic analysis. Students work in teams on the design project.",4,NA," Preceded by AEROSP 325. Preceded or accompanied by AEROSP 315, AEROSP 335 and AEROSP 348."
Aerospace Engineering Courses | Michigan Engineering,AEROSP 483,Space System Design,"Introduction to the engineering design process for space systems. Includes a lecture phase that covers mission planning, launch vehicle integration, propulsion, power systems, communications, budgeting and reliability. Subsequently, students experience the latest practices in space-systems engineering by forming into mission-component teams and collectively designing a space mission. Effective team and communication skills are emphasized. Report writing and presentations are required throughout, culminating in the final report and public presentation.",4,NA," preceded by AEROSP 347. Preceded or accompanied by AEROSP 315, 325, and 335."
Aerospace Engineering Courses | Michigan Engineering,AEROSP 484,Computer Aided Design,"Advanced computer-aided design. Students learn about computer generation of geometric models, calculation of design parameters, trade-off diagrams and finite-element modeling and analysis. Each student carries out a structural component design using industry-standard software. The course includes individual and team assignments.",4,NA," preceded by AEROSP 315, AEROSP 325, AEROSP 335, and AEROSP 345."
Aerospace Engineering Courses | Michigan Engineering,AEROSP 490,Directed Study,Study of advanced aspects of aerospace engineering directed by an Aerospace faculty member. The student will submit a final report.,1,NA, permission of instructor
Aerospace Engineering Courses | Michigan Engineering,AEROSP 495,Special Topics in Aerospace Engineering,Specific aerospace engineering topics that are not treated in the regular Aerospace Engineering undergraduate curriculum.,1,NA, permission of instructor.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 510,Finite Elements in Mechanical and Structural Analysis I,"Introductory level. Finite element solutions for structural dynamics and nonlinear problems. Normal modes, forced vibrations, Euler buckling (bifurcations), large deflections, nonlinear elasticity, transient heat conduction. Computer laboratory based on a general purpose finite element code.",3,NA, AEROSP 315.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 511,Finite Elements in Mechanical and Structural Analysis II,"Introduction to fundamental principles and latest developments in aerosol science. The dependence of aerosol composition and size distributions on the underlying atmospheric thermodynamics, dynamics, chemistry, and physics will be presented. Recent observations and theoretical treatments are used to illustrate aspects of aerosol science that are poorly quantified at present.",3,NA, AEROSP 510 or MECHENG 505.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 512,Experimental Solid Mechanics,"Lectures and experiments that demonstrate historical and contemporary methods of measurement in solid mechanics. A review of classical experiments that substantiate many typical assumptions (e.g., material linearity or Hooke's Law) concerning the response of solids. An introduction to contemporary techniques of process measurement involving piezoresistivity.",3,NA," AEROSP 305, AEROSP 315 or equivalents."
Aerospace Engineering Courses | Michigan Engineering,AEROSP 513,Foundations of Solid and Structural Mechanics I,"Introduction to linear continuum and structural mechanics. Three-dimensional analysis of stress and infinitesimal strain, including transformation of tensors, equations of motion, and kinematic compatibility. Boundary value problem formation. Constitutive relations for isotropic and anisotropic linear elastic materials. Introduction to variational calculus and energy methods. Applications to thin-walled and slender aerospace structures.",3,NA," AEROSP 315, MECHENG 311 or equivalent."
Aerospace Engineering Courses | Michigan Engineering,AEROSP 514,Foundations of Solid and Structural Mechanics II,"Introduction to nonlinear continuum and structural mechanics. Elements of tensor calculus, basic kinematics, conservation laws (mass, linear and angular momentum, energy, etc.), constitutive equations in continual applications in hyperelastic solids, numerical (f.e.m.) methods for the corresponding nonlinear boundary value problems, derivation of nonlinear shell theories from 3-D considerations.",3,NA, AEROSP 315 or equivalent.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 515,Mechanics of Composite and Microstructured Media,"An introduction to the mechanics of composite (more than one phase) solids with an emphasis on the derivation of macroscopical constitutive laws based on the microstructure. Eshelby transformation theory, self consistent methods, homogenization theory for periodic media, bounding properties for effective moduli of composites. Applications of aerospace interest.",3,NA, AEROSP 514 or equivalent.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 516,Mechanics of Fibrous Composites,Effective stiffness properties of composites.  Constitutive description of laminated plates.  Laminated plate theory.  Edge effects in laminates.  Nonlinear theory of generally laminated plates.  Governing equations in the Von Karman sense.  Laminated plates with moderately large deflections.  Post-buckling and nonlinear vibration of laminated plates.  Failure theories and experimental results for laminates.,3,NA, AEROSP 315 or MECHENG 412.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 518,Theory of Elastic Stability I,"Concepts of stability and bifurcation. Simple examples to illustrate buckling and instability mechanisms in structures. Both equilibrium and time dependent problems discussed. General theory for stability in continuum, conservative elastic solids. Applications to bars, rings, plates and shells.",3,NA, AEROSP 315 or MECHENG 412 or the equivalent.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 520,Compressible Flow I,Elements of inviscid compressible-flow theory: review of thermodynamics; equations of frictionless flow; analysis of unsteady one-dimensional and steady supersonic two-dimensional flows; including the method of characteristics; small-disturbance theory with applications to supersonic thin-airfoil theory.,3,NA, AEROSP 325.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 521,Experimental Methods in Fluid Mechanics," Fundamentals principles and practice of non-intrusive measurement techniques for compressible and incompressible flows.  Review of geometric and Gaussian beam optics; Laser Doppler Velocimetry; quantitative flow field measurement techniques including interferometry, Laser Induced Fluorescence and Particle Image Velocimetry.  Advanced data processing techniques for turbulent flow.  Error estimation.",3,NA, AEROSP 405 or Grad standing.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 522,Viscous Flow,"The Navier-Stokes equations, including elementary discussion of tensors, exact solutions.  Laminar boundary-layer theory; three-dimensional and compressible boundary layers.  Laminar-flow instability theory; transition.  Introduction to the mechanics of turbulence; turbulent free shear flows and boundary layers.",3,NA, AEROSP 325.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 523 (MECHENG 523),Computational Fluid Dynamics I,"Physical and mathematical foundations of computational fluid mechanics with emphasis on applications.  Solution methods for model equations and the Euler and the Navier-Stokes equations.  The finite volume formulation of the equations.  Classification of partial differential equations and solution techniques.  Truncation errors, stability, conservation, and monotonicity.",3,NA, AEROSP 325 or preceded or accompanied by MECHENG 520.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 524,Aerodynamics II,"Two- and three-dimensional potential flow about wings and bodies; complex-variable methods; singularity distributions; numerical solution using panel methods. Unsteady aerodynamics; slender-body theory. Viscous effects: airfoil stall, high-lift systems, boundary-layer control. Wings and bodies at transonic and supersonic speeds; numerical methods.",3,NA, AEROSP 325.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 525,Introduction to Turbulent Flows,"Mathematical description of turbulent flow phenomena. Flow equations, vorticity dynamics, Reynolds-averaged equations, engineering turbulence models. Theory of homogeneous turbulence, spectral dynamics. Shear flow turbulence, mean and fluctuating structure of free and wall-bounded turbulent flows.",3,NA, AEROSP 522.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 526,Hypersonic Aerothermodynamics,"Hypersonic vehicles offer rapid air transportation and access to space. This course provides an introduction to the aerothermodynamics of hypersonic vehicles. Topics covered include: vehicle types (missiles, space planes, air-breathers); flight dynamics (trajectory, range, stability); aerothermodynamics (fluid dynamics, thermodynamics, aerodynamics, heating); and propulsion systems (scramjets, combined cycles).",3,NA, Graduate standing or AEROSP 225 and AEROSP 325.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 527,Unsteady Aerodynamics and Aeroacoustics," Theoretical and numerical aspects of unsteady aerodynamics and aerodynamically-generated noise. Topics include vortex dynamics, steady and unsteady airfoil theory, indicial methods, unsteady compressible flow, basics of physical acoustics, sound generation by moving bodies and turbulence, combustion noise.",3,NA, AEROSP 325 or equivalent or permission of instructor.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 530,Gas-Turbine Propulsion,Advanced analysis of turbojet engines: effect of altitude parameters on engine performance; off-design equilibrium running of a turbojet engine; dynamics of engine considered as a quasi-static system; fluid mechanics of a rotating axial blade row; centrifugal compressors; transonic flow problems.,3,NA, AEROSP 335.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 532,Molecular Gas Dynamics,"Analysis of basic gas properties at the molecular level. Kinetic theory: molecular collisions, the Boltzmann equation. Maxwellian distribution function. Quantum mechanics: the Schrodinger equation, quantum energy states for translation, rotation, vibration, and electronic models of atoms and molecules. Statistical mechanics: the Boltzmann relation, the Boltzmann energy distribution, partition functions. These ideas are combined for the analysis of a chemically reacting gas at the molecular level.",3,NA, permission of instructor.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 533 (ENSCEN 533),Combustion Processes,"This course covers the fundamentals of combustion systems and fire and explosion phenomena. Topics covered include thermochemistry, chemical kinetics, laminar flame propagation, detonations and explosions, flammability and ignition, spray combustion and the use of computer techniques in combustion problems.",3,NA, AEROSP 225.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 535,Rocket Propulsion,"Analysis of liquid and solid propellant rocket power plants; propellant thermochemistry, heat transfer, system considerations. Low-thrust rockets, multi-stage rockets, trajectories in powered flight, electric propulsion.",3,NA, AEROSP 335.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 536,Electric Propulsion,"Introduction to electric propulsion with an overview of electricity and magnetism, atomic physics, non-equilibrium flows and electrothermal, electromagnetic and electrostatic electric propulsion systems.",3,NA," AEROSP 335, senior standing."
Aerospace Engineering Courses | Michigan Engineering,AEROSP 540 (MECHENG 540),Intermediate Dynamics,Newton/Euler and Lagrangian formulations for three dimensional motion of particles and rigid bodies. Principles of dynamics applied to various rigid-body and multi-body dynamics problems that arise in aerospace and mechanical engineering.,3,NA, MECHENG 240.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 543,Structural Dynamics,A Natural frequencies and mode shapes of elastic bodies. Nonconservative elastic systems.  Structural and viscous damping.  Influence coefficient methods for typical flight structures. Response of structures to random and shock loads.,3,NA, AEROSP 315 or AEROSP 540.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 544,Aeroelasticity,Vibration and flutter of elastic bodies exposed to fluid flow.  Static divergence and flutter of airplane wings. Flutter of flat plates and thin walled cylinders at supersonic speeds.  Oscillations of structures due to vortex shedding.,3,NA, AEROSP 315 or AEROSP 540.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 545,Aeromechanics of Rotary Wing Vehicles,"This course deals with fundamental aspects of helicopter aerodynamics, performance, dynamics, stability and control, aeroelastic stability in flap-pitch, flap-lag and coupled flap-lag-torsion. Aeroelastic response in forward flight or the vibration problem is also considered.",3,NA, preceded by AERO315 and 325.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 548,Astrodynamics,"Review of two-body problem for spacecraft: orbital trajectories, transfers, targeting and time of flight. Orbit perturbation formulations and analysis. Restricted 3-body problem and applications.",3,NA, AEROSP 347 or graduate standing.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 549,Orbital Analysis and Determination,"The analysis, characterization and determination of space trajectories from a dynamical systems viewpoint. The general formulation and solution of the spacecraft trajectory design and navigation problems. Computation of periodic orbits and their stability. Estimation of model parameters from spacecraft tracking data (e.g., gravity field estimation). Elements of precision modeling and precision orbit determination.",3,NA," Either AEROSP 548, AEROSP 540, or AEROSP 573 - Permission of Instructor."
Aerospace Engineering Courses | Michigan Engineering,AEROSP 550 (CEE 571) (EECS 560) (MECHENG 564),Linear Systems Theory,"Linear spaces and linear operators. Bases, subspaces, eigenvalues and eigenvectors, canonical forms. Linear differential and difference equations. Mathematical representations: state equations, transfer functions, impulse response, matrix fraction and polynomial descriptions. System-theoretic concepts: causality, controllability, observability, realizations, canonical decomposition, stability.",4,NA, graduate standing.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 551 (EECS 562),Nonlinear Systems and Control,"Introduction to the analysis and design of nonlinear systems and nonlinear control systems. Stability analysis using Liapunov, input-output and asymptotic methods. Design of stabilizing controllers using a variety of methods: linearization, absolute stability theory, vibrational control, sliding modes and feedback linearization.",3,NA, graduate standing.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 552,Aerospace Information Systems,"Information systems for Aerospace applications. Data abstraction, elementary data structures. Graphs, automata theory. Life cycle models, validation &amp; verification. Deterministic search algorithms. Decision making under uncertainty; review  of probabilty theory, introduction to information theory, Bayesian Networks, Markov chains, Markov Decision Processes. Substantial code development in a traditional programming language.<b>AEROSP 566. Data Analysis and System Identification",3,NA, ENGR 101 and MATH 216 or graduate standing.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 552,Aerospace Information Systems,"Information systems for Aerospace applications. Data abstraction, elementary data structures. Graphs, automata theory. Life cycle models, validation &amp; verification. Deterministic search algorithms. Decision making under uncertainty; review  of probabilty theory, introduction to information theory, Bayesian Networks, Markov chains, Markov Decision Processes. Substantial code development in a traditional programming language.<b>AEROSP 566. Data Analysis and System Identification",3,NA, ENGR 101 and MATH 216 or graduate standing.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 573,Dynamics and Control of Spacecraft,"Introduction to spacecraft dynamics and control.  Spacecraft orbit and attitude representations, kinematics, dynamics.  Perturbation equations for near circular orbits.  Spacecraft maneuvers formulated and solved as control problems.",3,NA, AEROSP 347 or graduate standing.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 574 (AOSS 574),Introduction to Space Physics,"A graduate level introduction to physical and aeronomical processes in the space environment. Discussion of theoretical tools, the Sun, solar wind, heliosphere, magnetosphere, ionosphere and the upper atmosphere. Spacecraft interaction with radiation, spacecraft-plasma interactions.",4,NA, Senior or Graduate Standing.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 575,Flight and Trajectory Optimization,"Formulation and solution of optimization problems for atmospheric flight vehicles and space flight vehicles. Optimality criteria, constraints, vehicle dynamics. Flight and trajectory optimization as problems of nonlinear programming, calculus of variations and optimal control. Algorithms and software for solution of flight and trajectory optimization problems.",3,NA, AEROSP 348 or graduate standing.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 579,Control of Structures and Fluids,"Stabilization and vibration suppression for structures and fluids. Control-oriented modeling of structural and acoustic dynamics. Fixed-gain and adaptive control methods. Control-oriented fluid dynamics for compressible and incompressible fluids. Feedback stabilization of laminar flow, rotating surge and stall.",3,NA, AEROSP 348 or graduate standing.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 580 (EECS 565),Linear Feedback Control Systems,"Control design concepts for linear multivariable systems. Review of single variable systems and extensions to multivariable systems. Purpose of feedback. Sensitivity, robustness, and design trade-offs. Design formulations using both frequency domain and state space descriptions. Pole placement/observer design. Linear quadratic Gaussian based design methods. Design problems unique to multivariable systems.",3,NA, EECS 460 or AEROSP 345 or MECHENG 461 and AEROSP 550
Aerospace Engineering Courses | Michigan Engineering,AEROSP 581 (AOSS 581),Space System Management,"The first part of the course will provide detailed information on how space policy is developed in the United States and the international space community, and how these policies result in specific missions.  The second part will provide detailed information on modern management techniques and processes.  Project managers from NASA centers and industry will lecture on the detailed management techniques and processes.",3,NA, graduate standing.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 582 (AOSS 582),Spacecraft Technology,Systematic and comprehensive review of spacecraft and space mission design and key technologies for space missions.  Discussions on project management and the economic and political factors that affect space missions. Specific space mission designs are developed in teams.  Students of AERO 483/583 choose their projects based on these designs.,4,NA, Graduate standing.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 583,Management of Space Systems Design,"Meets with Aero. Eng. 483 (Space System Design), or other senior design course when appropriate topic is chosen. Students in this course lead teams in high level project design of a space system. Modern methods of concurrent engineering manufacturing, marketing and finance, etc., are incorporated.",4,NA, preceded by AEROSP 582.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 584,"Avionics, Navigation and Guidance of Aerospace Vehicles","Principles of aerospace navigation and guidance. Deterministic and stochastic linear perturbation theory. Position fixing and celestial navigation with redundant measurements. Recursive navigation and Kalman filtering. Pursuit guidance, proportional navigation, ballistic guidance and velocity-to-be-gained guidance.",3,NA, AEROSP 348 or graduate standing.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 285,Aerospace Engineering Seminar,"Seminars by noted speakers, designed to acquaint undergraduates with contemporary technologies and broader issues in the global aerospace enterprise.  Technical communications based upon the seminars. <a class=""external-link"" href=""https://art.ai.umich.edu/course/AEROSP%20285"" target=""_self"" title="""">View course profile.",1,NA, preceded or accompanied by AEROSP 201.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 588,Multidisciplinary Design Optimization,"Introduction to numerical optimization and its application to the design of aerospace systems, including: mathematical formulation of multidisciplinary design problems, overview of gradient-based and gradient-free algorithms, optimality conditions (unconstrained and constrained, Pareto optimality), sensitivity analysis and multidisciplinary problem decomposition. No background in aerospace is required.",3,NA," MATH 419 or equivalent, MATH 371 or equivalent, graduate standing."
Aerospace Engineering Courses | Michigan Engineering,AEROSP 290,Directed Study,"Study aspects of aerospace engineering that are not suitable for technical elective credit. May be used for student team projects, pilot ground school, UROP or other academic studies that are directed by an Aerospace Engineering faculty member. <a class=""external-link"" href=""https://art.ai.umich.edu/course/AEROSP%20290/"" target=""_self"" title="""">View course profile.",1,NA, permission of instructor
Aerospace Engineering Courses | Michigan Engineering,AEROSP 597 (AOSS 597),Fundamentals of Space Plasma Physics,"Basic plasma concepts, Boltzmann equation, higher order moments equations, MHD equations, double adiabatic theory. Plasma expansion to vacuum, transonic flows, solar wind, polar wind. Collisionless shocks, propagating and planetary shocks. Fokker-Planck equation, quasilinear theory, velocity diffusion, cosmic ray transport, shock acceleration. Spacecraft charging, mass loading.",3,NA, senior-level statistical physics course.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 611,Advanced Topics in Finite Element Structural Analysis,"Cyclic symmetry, design sensitivities and optimization. Applications to stress analysis, vibration, heat conduction, centrifugal effects, buckling. Introduction to high-level matrix-oriented programming languages (e.g., Direct Matrix Abstraction Program). Use of a large, general purpose finite element code as a research tool.",3,NA, AEROSP 511 or MECHENG 605.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 614,Advanced Theory of Plates and Shells,"Differential geometry of surfaces. Linear and nonlinear plate and shell theories in curvilinear coordinates. Anisotropic and laminated shells. Stability and post-buckling behavior. Finite element techniques, including special considerations for collapse analysis.",3,NA, AEROSP 416.
Aerospace Engineering Courses | Michigan Engineering,AEROSP 615 (CEE 617) (MECHENG 649),Random Vibrations,"Introduction to concepts of random vibration with applications in civil, mechanical and aerospace engineering. Topics include: characterization of random processes and random fields, calculus of random processes, applications of random vibrations to linear dynamical systems, brief discussion on applications to nonlinear dynamical systems.",3,NA," MATH 425 or equivalent, CEE 513 or MECHENG 541 or AEROSP 543 or equivalent."
Aerospace Engineering Courses | Michigan Engineering,AEROSP 618,Theory of Elastic Stability II,<i>standing. (3 credits),3,NA, AEROSP 518 or equivalent and graduate
Aerospace Engineering Courses | Michigan Engineering,AEROSP 623,Computational Fluid Dynamics II,"Advanced mathematical and physical concepts in computational fluid dynamics, with applications to one- and two-dimensional compressible flow. Euler and Navier-Stokes equations, numerical flux functions, boundary conditions, monotonicity, marching in time, marching to a steady state, grid generation.",3,NA," AEROSP 523 or equivalent, substantial computer programming experience, and AEROSP 520."
