department,code,title,description,credit,advised_requisite,pre_requisite
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 351,Civil Engineering Materials,"Discussion of basic mechanical and physical properties of a variety of civil engineering materials such as concrete, asphalt, wood and fiber composites. Evaluation and design for properties, load-time deformation characteristics, response to typical service environments. Lecture and laboratory.",4,NA,CEE 212 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 365,Environmental Engineering Principles,"An introduction to mass balance modeling of contaminant fate, transport and removal in the environment; commonly used reactor configurations for water and air quality control; partitioning of contaminant types and sources; regional and global contemporary environmental issues.",4,NA,"CHEM 130, MATH 116."
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 366,Environmental Engineering Laboratory,"Weekly lecture and experimental projects designed to illustrate key analytical measurements of water and air quality parameters, soil properties, and environmental process engineering. Emphasis on data analysis, report writing, oral presentations, experimental design and teamwork.",2,NA,Prior or concurrent enrollment in CEE 270 and CEE 365.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 375,"Sensors, Circuits, and Signals",This course introduces students to the fundamentals of collecting and processing experimental data. The course begins with an introduction to DC and AC circuits. The design and operation of sensors are then introduced followed by an introduction to digital signal processing.,3,NA,Physics 240.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 402,Professional Issues and Design,"Multidisciplinary team design experience including consideration of codes, regulations, alternate solutions, economic factors, sustainability, constructability, reliability and aesthetics in the solution of a civil or environmental engineering problem. Professionalism and ethics in the practice of engineering. <strong>CEE 412. Matrix Structural Analysis",3,NA,senior standing.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 402,Professional Issues and Design,"Multidisciplinary team design experience including consideration of codes, regulations, alternate solutions, economic factors, sustainability, constructability, reliability and aesthetics in the solution of a civil or environmental engineering problem. Professionalism and ethics in the practice of engineering. <strong>CEE 412. Matrix Structural Analysis",3,NA,senior standing.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 413,Design of Metal Structures,Design of metal members and connections and their use in buildings and bridges. Application of relevant design specifications with emphasis on structural steel.,3,NA,CEE 312.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 415,Design of Reinforced Concrete Structures,"Design of reinforced concrete members and slabs, and their user in buildings and bridges. Application of relevant design specifications.",3,NA,CEE 312.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 421,Hydrology and Floodplain Hydraulics,"Fundamentals of surface-water hydrology, flow in open channels and flood hazard mitigation. Rainfall-runoff relations. Unit hydrograph method. Uniform and nonuniform flow in open channels. Measurement and control of river flow. Flood waves in rivers, floodplains and reservoirs. Design of storage basins, storm channels and culverts. Lecture, laboratory and computation.",4,NA,"CEE 303, CEE 325."
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 428,(ENSCEN 428) Groundwater Hydrology,"<span>Basic principles which govern the flow of water in the subsurface. Development and solution of groundwater flow and contaminant transport equations, in presence and absence of pumping wells, for both confined and phreatic aquifers. Measurement and estimation of parameters governing flow and transport. Use of computer software for the simulation of flow.",3,NA,CEE 325 and
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 430,Special Problems in Construction Engineering,Individual student may choose his or her special problem from a wide range of construction engineering and management areas.,1,NA,permission of instructor.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 431,Construction Contracting,"Construction contracting for contractors, architects, owners. (1) Organization and administration; industry structure; construction contracts, bonds, insurance. (2) Planning, estimating and control; quantity takeoff and pricing; labor and equipment estimates; estimating excavation and concrete; proposal preparation; scheduling; accounting and cost control. Students use contract documents to prepare detailed estimate.",2,NA,senior standing.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 446,Engineering Geology & Site Characterization,"Composition and properties of rocks and soil, geologic processes, geologic structures and engineering consequences, mapping and map analysis, airphoto interpretation, in-situ testing of soils and rock, field demonstration, civil engineering facility siting.",3,NA,CEE 345 or permission of instructor.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 465,Environmental Process Engineering,"An introduction to the analysis, characterization and principles of physical, chemical and biological processes, operations and reactor configurations commonly used for water quality control; preliminary design of specific water and wastewater treatment processes and operations; discussion of economic and legislative constraints and requirements.",3,NA,CEE 325 and CEE 365.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 470,Introduction to Transportation Engineering,"Fundamentals of planning, design and operation of highway transportation facilities. Topics covered include driver and vehicle performance characteristics, highway geometric design principles, basics of traffic analysis and transportation planning.",3,NA,MATH 116.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 480,Design of Environmental Engineering Systems," Design and theoretical understanding of environmental processes; biological, physical and chemical processes and reactor configurations commonly used for water quality control; applications to the design of specific water and wastewater treatment operations; discussion of pollution prevention and green engineering options.",3,NA,CEE 465 advised.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 481,Aquatic Chemistry,<strong>,3,NA,CHEM 130 advised.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 482,Environmental Microbiology,"Introductions to microbial metabolic processes and nutrition, thermodynamics of growth and energy generation, genetic and metabolic diversity, evolution and systematics, and microbial ecology.  Emphasis is placed on the application of these concepts to environmental biotechnology.",3,NA,CHEM 130 advised.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 490,Independent Study in Civil and Environmental Engineering,Individual or group experimental or theoretical research in any area of Civil and Environmental Engineering. The program of work is arranged at the beginning of each term by mutual agreement between the student and a faculty member. Written and oral reports may be required.,1,NA,permission of instructor.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 500,Environmental Systems and Processes,Concepts of environmental systems and principles of related transport and transformation phenomena and processes; development of fundamental models for articulation of relevant process dynamics; system and process scaling factors and methods; extension of process models to ideal and nonideal natural and engineered homogeneous environmental systems.,3,NA,CEE 460.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 508,Design of Masonry Structures,"Use and design of masonry in structural applications. Topics include ancient masonry, masonry materials and how their properties affect performance, reinforced beams and lintels, masonry walls (reinforced and unreinforced), masonry columns and pilasters and shear walls. Students will be exposed to both working stress and strength analysis/design provisions.",3,NA,CEE 312.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 509,(MECHENG 512) Theory of Elasticity,"Stress, strain and displacement, equilibrium and compatibility. Use of airy stress function in rectangular and polar coordinates, asymptotic fields at discontinuities, forces and dislocations, contact and crack problems, rotating and accelerating bodies. Galerkin and Papcovich-Neuber solutions, singular solutions, spherical harmonics. Thermoelasticity. Axisymmetric contact and crack problem. Axisymmetric torsion.",3,NA,MECHENG 412 or MECHENG 511.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 510,(NAVARCH 512) Finite Element Methods in Solid and Structural Mechanics,Basic equations of three-dimensional elasticity. Derivation of relevant variational principles. Finite element approximation. Convergence requirements. Isoparametric elements in two and three dimensions. Implementational considerations. Locking phenomena. Problems involving non-linear material behavior.,3,NA,graduate standing.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 511,Dynamics of Structures,"Dynamic equilibrium of structures. Response of a single degree of freedom system to dynamic excitation: free vibration, harmonic loads, pulses and earthquakes. Response spectra. Response of multi-degree-of-freedom systems. Seismic behavior of buildings and the basis for seismic building codes.",3,NA,CEE 412 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 512,Nonlinear Analysis of Structures,"<span>Extension of matrix structural analysis to solve geometric and material nonlinear problems in structural engineering. Topics include elastic stability of columns, P-delta effects, large-displacement analysis of cable structures, inelastic analysis of frames using lumped and distributed plasticity models, and solution algorithms for nonlinear systems of equations. ",3,NA,CEE 412 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 513,Plastic Analysis and Design of Frames,Plastic analysis and design of steel framed structures. Stepwise incremental load and mechanism methods. Behavior beyond elastic range; failure mechanisms. Use of computer programs and AISC specifications. Application to earthquake resistant design.,3,NA,CEE 413.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 514,Prestressed Concrete,"Fundamental principles of prestressing; prestressing materials; prestress losses; allowable stress and ultimate strength design methods; analysis and design of beams for flexure, shear and deflection; composite construction; bridges; slab systems; partial prestressings; FRP tendons.",3,NA,CEE 415.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 515,Advanced Design of Reinforced Concrete Structures,"Analysis and design of concrete structural systems including two-way floor systems, slender columns, members subjected to torsion, structural walls and connections. Applications of computer-aided design programs. Use of design code provisions. Design projects.",3,NA,CEE 415.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 516,Bridge Structures,"Advanced concepts and modern trends in design of bridges. Rehabilitation, repair and retrofit of existing bridges. Use of relevant codes. Study of alternative structural forms and materials for efficiency and economy. Design problems and reports.",3,NA,"CEE 413, CEE 415."
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 517,Reliability of Structures,"Fundamental concepts related to structural reliability, safety measures, load models, resistance models, system reliability, optimum safety levels and optimization of design codes.",3,NA,CEE 270 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 520,Physical Processes of Land-Surface Hydrology,Key elements of land-surface hydorlogy. Water in the atmosphere; dry adiabatic and psuedoadiabatic processes. Vapor turbulent transfer. Heat fluxes and surface energy budgets. Mass transfer and energy budget methods for estimating evapotranspiration. Soil physical properties; water flow in unsaturated soils; infilitration. Snow hydrology. Runoff generation. Probabilistic approaches to describing spatial variability.,3,NA,CEE 421 or graduate standing.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 521,Flow in Open Channels,Conservation laws for transient flow in open channels; shallow-water approximation; the method of characteristics; simple waves and hydraulic jumps; nonreflective boundary conditions; dam-break analysis; overland flow; prediction and mitigation of flood waves.,3,NA,CEE 325 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 522,Sediment Transport,Mechanics of sediment transport processes in Fluvial systems; initiation of motion; bed forms; resistance to flow; suspended sediment transport; bed load transport; cohesive sediments; geomorphology principles.,3,NA,CEE 325 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 524,Environmental Turbulence,"Introduction to the topic of turbulence with special emphasis on physical processes; characterization of fundamental turbulent flows such as shear layers, wakes, jets, plumes and thermals; effect of stratification on turbulence; forcing and control of turbulence by acceleration and pulsation.",3,NA,CEE 325 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 525,Turbulent Mixing in Buoyant Flows,"Environmental regulations relating to mixing zones; analysis of submerged turbulent buoyant jets; scaling relations; consideration of ambient effects including density stratification, ambient currents, and limited depth; numerical models for buoyant jet mixing; hydraulics of two-layer stratified flow and control on mixing processes.",3,NA,CEE 325 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 526,Design of Hydraulic Systems,"Hydraulic design of piping systems including pumps and networks; pump system design including variable speed operation, cavitation and wet well design; waterhammer and other transient phenomena; control valves and flow metering considerations; hydraulic control structures.",3,NA,CEE 325 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 527,Coastal Hydraulics,"General description of wave systems including spectral representation; solutions to oscillatory wave equation; wave breaking; harbor resonance; wave shoaling, refraction and diffraction; wave forecasting; selection of design wave conditions; forces on coastal structures; shoreline erosion processes.",3,NA,CEE 325 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 528,(ENSCEN 528) Flow and Transport in Porous Media,"Basic principles governing flow and transport in porous media; development of mathematical models at pore and continuum levels; single and multiphase flow; solute transport and dispersion theory; parameter estimation; application to saturated and unsaturated groundwater flow, flow in fractured media, petroleum reservoirs, saltwater intrusion and miscible and immiscible subsurface contamination.",3,NA,CEE 428 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 529,Hydraulic Transients I,"Incompressible unsteady flow through conduits; numerical, algebraic and graphical analysis of waterhammer; solution of transient problems by the method of characteristics; digital computer applications to pump failures, complex piping systems; valve stroking and liquid column separation.",3,NA,CEE 421.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 530,Construction Professional Practice Seminar,"Construction industry speakers, field trips, team projects. Student teams investigate construction technologies and work with construction industry clients as volunteer consultants to address industry, organization and project problems. Teams prepare and present written and oral reports to seminar and clients.",1,NA,permission of instructor; mandatory satisfactory/ unsatisfactory.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 531,Construction Cost Engineering,"Cost engineering for construction organizations, projects and operations. Construction financing; break-even, profit and cash flow analyses; capital budgeting. Equipment cost and procurement decisions. Construction financial accounting, cost accounting, cost control systems, databases. Cost indices, parametric estimates, unit price proposals, measuring work and settling claims.",3,NA,graduate standing and preceded or accompanied by CEE 431.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 532,Construction Project Engineering,"Project, company organization. Manpower training, planning, procurement; union, nonunion construction. Job site layout. Material equipment procurement, submittals. Construction operation planning, supervision, measurement, analysis, improvement. Dimensions of performance: safety, quality, quality of work life, productivity, innovation. Examples, cases from construction.",3,NA,graduate standing and preceded or accompanied by CEE 431.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 533,Advanced Construction Systems,"Human-machine interactions. Automation and robotics. Ergonomics, job analysis and job design. Work physiology, environmental factors. Occupational health and safety with focus on underlying causes and prevention of illnesses and injuries rather than on regulation. Risk, safety and loss management.",3,NA,preceded or accompanied by CEE 431.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 534,"Construction Engineering, Equipment, and Methods","Major construction equipment and concrete construction. Selection of scrapers, dozers, cranes, etc. based on applications, methods, and production requirements. Power generation, transmission, and output capacity of equipment engines. Calculation of transport cycle times. Concrete methods include mixing, delivery and placement. Design of forms for concrete walls and supported slabs.",3,NA,junior standing.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 535,Excavation and Tunneling,"Selection of methods of attack for excavation of tunnels and deep vertical-sided openings. Tunneling procedures based on behavioral characteristics of soil and rock. Study of tunnel boring machines, shielded and drill-and-blast operations, linings. Soil liner interaction. Deep excavation procedures related to support of excavation systems, methods of installation and dewatering.",3,NA,CEE 345.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 536 (MFG 536),Critical Path Methods,Basic critical path planning and scheduling with arrow and precedence networks; project control; basic overlapping networks; introduction to resource leveling and least cost scheduling; fundamental PERT systems.,3,NA,senior or graduate standing.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 537,Construction of Buildings,"Material selection, construction details, manufacture, fabrication and erection of building structures using steel, light wood, timber, cast-in-place concrete, precast concrete and masonry; and materials for roof, floor and wall surfaces. Zoning, building codes and other legal issues. Introduction to HVAC and electrical systems. Field trips to construction sites.",3,NA,CEE 351.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 538,Concrete Construction,"Selection of concrete, batch design, additives and batch plant. Structural design, construction of concrete formwork for buildings, civil works. Transporting, placing and finishing equipment and methods. Plant and on-site pre-casting and prestressing methods and field erection. Sprayed, vacuum and preplaced aggregate concrete applications. Industrialized concrete systems. Concrete grouting, repair.",3,NA,CEE 351.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 539,Construction Management Information Systems,"Automation of construction engineering and management functions using modern analysis, design and productivity tools. Modeling and graphical 3D visualization of construction processes and products. Mobile computing and information systems to support field engineering tasks. Students apply computerized systems to solve construction problems and case studies.",3,NA,Senior or graduate standing
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 540,Advanced Soil Mechanics,"Deformation and strength of soils; total and effective stress; drained and undrained behavior. Constitutive description: elastic-plastic, hardening/softening, Cam clay model, critical states. Stress paths, and testing of soils. Modeling of reinforced soil: multi-component model and homogenization approach; fiber-reinforced soil. Theorems of limit analysis; applications in stability assessment.",3,NA,CEE 345 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 541,Soil Sampling and Testing,"Field and laboratory practice in sampling and testing of soils for engineering purposes. Field sampling and testing; standard split-spoon sampler, Dutch Cone penetrometer, field vane, Iowa borehole shear device. Lab tests; direct shear, unconfined compression, triaxial compression, consolidation. Laboratory and lecture.",3,NA,preceded or accompanied by CEE 345.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 542,Soil and Site Improvement,"Analysis of geotechnical problems affecting site use including weak, compressible soil; high shrink-swell potential; and liquefiable soils. Stabilization techniques including compaction, earth reinforcement, admixture stabilization, deep mixing, grouting, precompression, thermal and electrokinetic stabilization and vibro-compaction.",3,NA,CEE 345 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 543,Numerical Modeling in Geotechnical Engineering,"Finite element method formulation, constitute laws for geotechnical materials including elastic-perfectly plastic and nonlinear elasto-plastic. Critical state framework for modeling soil behavior. Finite element program PLAXIS for performing static analyses of earth structures. Soil structure interaction. Finite difference method and discrete element method. Advanced soil models.",3,NA,CEE 345 or equivalent advised.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 544,Rock Mechanics,Engineering properties and classification of rocks. Strength and deformability of intact and jointed rock; in situ stresses; lab and field test methods. Stereonets and structural geology. Rock slopes; stability and reinforcement. Foundations on rock.,3,NA,CEE 212 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 545,Foundation Engineering,"Application of principles of soil mechanics to: determination of bearing capacity and settlement of spread footings, mats, single piles and pile groups; site investigation, evaluation of data from field and laboratory tests; estimation of stresses in soil masses; soil structure interaction.",3,NA,CEE 345 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 546,"Slopes, Dams and Retaining Structures","Slope stability analyses, seepage through soils, settlements and horizontal movements in embankments, earthen embankment and dam design, landslide and embankment stabilization, earth pressures and retaining structure design.",3,NA,CEE 345 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 547,Soils Engineering and Pavement Systems,"Soils engineering as applied to the design, construction and rehabilitation of pavement systems. The design, evaluation and rehabilitation of rigid, flexible and composite pavements.",3,NA,CEE 345 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 548,Geotechnical Earthquake Engineering,"Ground motion attenuation relationships, seismic site response analysis, evaluation and modeling of dynamic soil properties, soil structure interaction, evaluation and mitigation of soil liquefaction, seismic code provisions and practice, seismic earth pressures, slope stability and deformation analysis, safety of dams and embankments, performance of pile foundations and additional current topics.",3,NA,CEE 345 or equivalent recommended.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 549,Geoenvironmental Engineering,Waste generation/disposal; waste types; waste facilities regulations; geoenvironmental site characterization; soil-water-contaminant interactions; design and construction of base and cover containment systems; geosynthetic materials in geoenvironmental applications; landfill settlement and stability; introduction to bioreactor landfills and emerging technologies for waste disposal; technologies for site restoration and clean up.,3,NA,CEE 345 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 550,Quality Control of Construction Materials,"Construction material specification and test procedures. Sampling methods, data collection and statistical data distributions. Quality control charts, development of quality assurance specifications and acceptance plans. Examples using data from actual field construction and laboratory experiments collected by destructive and non-destructive methods.",3,NA,CEE 351.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 551,Rehabilitation of Constructed Facilities,"Infrastructure needs. Rehabilitation studies of buildings, underground construction, bridges, streets and highways. Types of distress; numerical condition surveys for foundation, structural and functional deterioration; design criteria; materials and techniques; predictive performance models; evaluating alternatives; databases; maintenance management.",3,NA,CEE 351.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 552,Bituminous and Cement Mixes for Construction,"Types and properties of bituminous, Portland and other cements used in construction. Natural and synthetic aggregate characteristics and uses. Compositions and properties of different mixtures used for highways, airports, parking areas, reservoir linings and other constructed facilities. Laboratory experiments with selected compositions.",3,NA,CEE 351.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 555,Sustainability of Civil Infrastructure Systems," Life Cycle Cost Analysis and Life Cycle Analysis - Methods and Applications in Civil Infrastructure Systems; Building Energy Modeling and Simulation; Energy Management in Buildings; Impact of Building Occupants and Behavioral Challenges; Renewable Energy and Efficiency in Buildings; Existing Buildings and Technical/Social Challenges of Energy Retrofits; and Building Certifications (e.g., LEED).",3,NA,none.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 563,Air Quality Engineering Fundamentals,"Fundamental engineering principles for preventing or reducing air pollutant emissions. Combustion modifications to prevent pollutant formation. Gas adsorption and absorption processes, including carbon capture and sequestration. Particle filtration processes. Emissions and control of metals and air toxins. Indoor air pollutants and their control. Selected case studies. Economics and cost estimation.",3,NA,CEE 230 and CEE 325 or equivalents.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 565,(ESENG 501) Seminars on Energy Systems Technology and Policy,"This course is intended to provide students with an understanding of the critical issues in energy technologies. Researchers, industry leaders, entrepreneurs and policymakers discuss technology, policy and economic drivers for sustainable global energy systems. Students complete homework assignments and a term paper on an energy-themed subject.",3,NA,Graduate student or permission of instructor
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 567,(ESENG 567) Energy Infrastructure Systems,"Technologies and economics of electric power generation, transmission and distribution are discussed. Centralized versus distributed generation and fossil fuels versus renewable resources, are considered in regard to engineering, market and regulatory principles. Students develop an understanding of energy challenges confronting society and investigate technologies that seek to address future needs.",3,NA,CEE 230 or MechE 336 or ChemE 330 or equivalent recommended
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 570 (NRE 569),Introduction to Geostatistics,Sampling design and data representativity. Univariate and bivariate data analysis: continuous and categorical environmental attributes. Description and modeling of spatial variability. Deterministic vs. stochastic models. Spatial interpolation of environmental attributes. Soil and water pollution data will be analyzed using geostatistical software.,3,NA,CEE 270
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 571,(AEROSP 550) (EECS 560) (MECHENG 564). Linear Systems Theory,"Linear spaces and linear operators. Bases, subspaces, eigenvalues and eigenvectors, canonical forms. Linear differential and difference equations. Mathematical representations: state equations, transfer functions, impulse response, matrix fraction and polynomial descriptions. System-theoretic concepts: causality, controllability, observability, realizations, canonical decomposition, stability.",4,NA,graduate standing.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 572,Dynamic Infrastructure Systems," Introduction to the fundamentals of dynamics system theory applied to infrastructure systems including system modeling as well as monitoring and controlling structural, transportation, hydraulic, and electrical grid systems. Continuous-time and discrete-time linear systems are emphasized but elementary concepts in nonlinear systems are also presented.",3,NA,Math 417 or equivalent advised.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 573,Data Analysis in Civil and Environmental Engineering,"Course topics address practical problems of analysis of manipulation and monitoring datasets in environmental sciences and engineering: hypothesis testing, uncertainty, linear regressions, data of high dimension and time domain and frequency domain analysis of series. Examples are drawn from the fields of environmental and civil engineering and surface and subsurface hydrology.",3,NA,CEE 270 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 574 (ARCH 595),Materials Selection for Sustainable Design,"Integrated study of material properties, performance and economic and environmental cost, as related to engineering and architectural design. Topics include material properties and selection, materials database, processing and design, ecological considerations and optimization. Examples will be drawn from cementitious materials and ceramics, metals, polymers and composites.",3,NA,CEE 212 or ARCH 324 or equivalent.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 575,Sensing for Civil Infrastructure Systems,"Sensor technologies for civil infrastructure. Fundamentals of sensor theory, fabrication, operation and deployment. Data acquisition and management methods for large-scale sensor networks. Optimal sensor placement. Data to decision support systems. Physics-based and data-driven interrogation methods for system identification, estimation and control. Case studies of deployments in built and natural environments.<strong>CEE 576. Stochastic Systems",3,NA,Physics 240.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 575,Sensing for Civil Infrastructure Systems,"Sensor technologies for civil infrastructure. Fundamentals of sensor theory, fabrication, operation and deployment. Data acquisition and management methods for large-scale sensor networks. Optimal sensor placement. Data to decision support systems. Physics-based and data-driven interrogation methods for system identification, estimation and control. Case studies of deployments in built and natural environments.<strong>CEE 576. Stochastic Systems",3,NA,Physics 240.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 580,Physicochemical Processes in Environmental Engineering,"Physicochemical separated and transformation processes in natural and engineered environmental systems; process modeling; design of operations involving state and phase transformation; chemical oxidation, reduction, sorption, stripping and exchange processes, membrane separations, particle aggregation and coagulation, sedimentation and filtration.",3,NA,CEE 460.
Civil and Environmental Engineering Courses | Michigan Engineering,CEE 581 (EARTH 581),Aquatic Chemistry,"<span>Chemical principles applicable to the analysis of the chemical composition of natural waters and engineered water treatment systems; covers acid-base, precipitation-dissolution, complexation and oxidation-reduction reactions; emphasis on graphical, analytical and computer-speciation methods; presented in the context of contemporary environmental issues including water quality, climate change and pollution prevention and abatement.",3,NA,Chem 130 and senior or graduate standing.
